summary_id,recent_item_id,document_id,source_id,institution_id,institution_name,item_title,item_date,item_url,strategic_theme,product_area,development_type,headline,summary,core_assessment,strategic_relevance,impact_on_us,recommended_action,importance_level,confidence_level,extracted_facts_json,open_questions_json,created_at,llm_model,review_status,raw_llm_response_path,error_message
SUM-456b2b34ec7b,RI-e587c2c0a846,DOC-REG-003-20260609085925,REG-003,garanti_bbva,Garanti BBVA,Garanti BBVA Sürdürülebilir Sendikasyon Kredisi,11 Haziran 2026,https://www.garantibbva.com.tr/content/public-website/kurumsal-iletisim/garanti-bbva-surdurulebilir-sendikasyon-kredisi,Kurumsal Konumlandırma,Diğer,Yönetim Açıklaması,Garanti BBVA'nın uluslararası sürdürülebilir sendikasyon kredisi,"Garanti BBVA, 15 ülkeden 32 banka ile ortaklaşa 367 gün ile 36 ay arası vadeli, toplamda 225 milyon dolar ve 65,5 milyon avro tutarında sürdürülebilirlik temalı sendikasyon kredisi sağladı. İşlem, bankanın ilk tematik sendikasyon kredisi olup, adil geçiş ve düşük karbonlu ekonomiye destek hedefleriyle yapılandırılmıştır.","Bu, Garanti BBVA'nın kurumsal borçlanma ve ESG konumlandırması ile ilgili bir gelişmedir; KOBİ ürünleri, hizmetleri veya pazarlama stratejisine doğrudan etkisi yoktur.","Gelişme, Garanti BBVA'nın uluslararası piyasalardaki finansal gücünü ve sürdürülebilirlik taahhüdünü gösterir ancak KOBİ segmentinin mevduat, kredi, ödeme, nakit yönetimi veya dijital hizmetleri kapsamında bir değişim veya tehdit oluşturmaz. Kurumsal yönetim ve yatırımcı ilişkileri açısından bir PR hareketi olarak değerlendirilmelidir.",Düşük,Önceliklendirme,Düşük,Yüksek,"[""Garanti BBVA, 15 ülkeden 32 finansal kurumun katılımıyla sendikasyon kredisi sağladı"", ""Toplam tutar: 32, 5 milyon dolar + 23, 5 milyon avro (367 gün), 105, 25 milyon dolar + 40 milyon avro (24 ay 2 gün), 87, 5 milyon dolar + 2 milyon avro (36 ay 2 gün)"", ""Fiyatlandırma: 367 gün için SOFR + %1, 25 / Euribor + %1, 10; 24 ay için SOFR + %1, 75 / Euribor + %1, 60; 36 ay için SOFR + %2, 00 / Euribor + %1, 80"", ""Bu, Garanti BBVA'nın ilk tematik sendikasyon kredisidir"", ""Kaynaklar, adil geçiş ve çevresel dönüşümü destekleyen projelere yönlendirilecektir""]","[""Bu kredinin Garanti BBVA'nın KOBİ müşterilerine sunulan ürün veya fiyatlandırmada bir değişiklik yaratıp yaratmayacağı nedir?"", ""Akbank'ın benzer bir tematik sendikasyon kredisi işlemi yapması stratejik bir gereklilik midir?""]",2026-06-15T08:17:57.278168+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-453de5569e62,RI-9c430a239d9e,DOC-REG-003-20260609085925,REG-003,garanti_bbva,Garanti BBVA,Kadın Girişimcilerin Finansmana Erişimi İçin Yeni Destek,12 Haziran 2026,https://www.garantibbva.com.tr/content/public-website/kurumsal-iletisim/kadin-girisimcilerin-finansmana-erisimi-icin-yeni-destek,KOBİ Kredileri,KOBİ Kredileri,Kampanya,"Garanti BBVA, Kadın Girişimcilere 2 Milyar TL Kefalet Destekli Kredi Paketi Sunuyor","Garanti BBVA, Kredi Garanti Fonu iş birliğiyle %50+ kadın sahipliğine sahip işletmelere %80 kefalet desteğiyle maksimum 10 milyon TL kredi imkanı sağlıyor. Program, teminata erişimde zorlanan kadın girişimcileri hedef alan bir finansman desteğidir.","Rakip, belirli bir müşteri segmentine (kadın girişimciler) yönelik kredi erişim bariyerini kaldırmaya çalışıyor; bu Akbank'ın aynı segmentte benzer bir ürün sunup sunmadığını kontrol etmeyi gerektirir.","Garanti BBVA, kadın girişimciliği konusunda 20 yıllık bir konumlandırma stratejisi yürütüyor ve bunu finansman, eğitim, cesaretlendirme ve pazara erişim olmak üzere dört eksende destekliyor. Bu kampanya, rakibin KOBİ kredi pazarında belirli demografik segmentlere yönelik hedefli ürün geliştirme yeteneğini göstermektedir.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""Garanti BBVA, KGF iş birliğiyle 2 milyar TL kefalet limiti sunuyor"", ""Hedef: %50+ kadın sahipliğine sahip tüzel ve şahıs firmalar"", ""Maksimum kredi tutarı: 10 milyon TL"", ""Kefalet oranı: %80"", ""Son 5 yılda Garanti BBVA'nın kadın girişimcilere sağladığı finansman desteği 350 milyar TL'yi aştı"", ""Garanti BBVA, Türkiye Kadın Girişimcisi Yarışması'nı 19 yıldır düzenliyor"", ""Türkiye Kadın Girişimci Akademisi aracılığıyla 6 bin kadın girişimciye eğitim verildi"", ""KAGİDER iş birliğiyle Ticaretin Kadınları platformu 1.500 işletmeyi bağlantılandırıyor""]","[""Akbank'ın kadın girişimcilere yönelik benzer bir kredi ürünü veya kefalet desteği var mı?"", ""Bu kampanyanın Garanti BBVA'nın KOBİ kredi portföyündeki gerçek hacmi nedir (2 milyar TL kefalet limiti ne kadar kredi çekişine dönüşür)?"", ""Akbank'ın KOBİ segmentinde demografik hedefleme stratejisi nedir?""]",2026-06-15T08:18:08.763847+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-79467bb4ae54,RI-0f5cfdbaa310,DOC-REG-003-20260609085925,REG-003,garanti_bbva,Garanti BBVA,Ödeme İste API ile Tahsilatta Yeni Dönem,21 Mayıs 2026,https://www.garantibbva.com.tr/content/public-website/kurumsal-iletisim/odeme-iste-api-ile-tahsilatta-yeni-donem,Ödemeler ve POS,Ödemeler ve POS,Ürün Lansmanı,"Garanti BBVA, BKM entegrasyonlu Ödeme İste API ile tahsilat dijitalleşmesini hızlandırıyor","Garanti BBVA, firmalar için kendi sistemlerine entegre edilebilen Ödeme İste API çözümünü canlı ortama aldı. Uludağ Elektrik örneğinde müşteriler banka uygulamasından gelen ödeme talebini tek onayda tamamlayabiliyor.","Bu, KOBİ ve kurumsal tahsilat süreçlerini dijitalleştiren ve API tabanlı entegrasyon sunan somut bir ürün lansmanıdır; Akbank'ın benzer çözüm sunup sunmadığını kontrol etmek gerekir.","Garanti BBVA, KOBİ ve ticari firmaların tahsilat operasyonlarını kendi sistemlerine çekerek müşteri bağlılığını artırıyor ve nakit akışı yönetiminde kolaylık sağlıyor. Bu, gömülü finans ve API-first yaklaşımla KOBİ'leri dijital dönüşüme çekme stratejisinin bir parçasıdır.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""Garanti BBVA, BKM entegrasyonlu Ödeme İste API'yi 21 Mayıs 2026'da canlı ortama aldı"", ""Uludağ Elektrik, ilk canlı uygulama ortağı olarak müşterilerine otomatik ödeme talebi gönderebiliyor"", ""Firmalar Garanti BBVA Developer Portal üzerinden başvuru yaparak sistemlerini entegre edebiliyor"", ""Çözüm, KOLAS (Kolay Adres Sistemi) altyapısı üzerinden IBAN paylaşımı olmadan tahsilat sağlıyor"", ""API, özellikle KOBİ, ticari ve kurumsal firmalar için tasarlanmış"", ""Müşteriler banka uygulamasında gelen bildirimi onaylayarak tek adımda ödeme yapabiliyor""]","[""Akbank'ın benzer API tabanlı tahsilat çözümü var mı veya geliştirme aşamasında mı?"", ""Akbank'ın BKM ile FAST altyapısı entegrasyonu ne durumda?"", ""Garanti BBVA'nın Developer Portal'ı KOBİ'ler tarafından ne kadar kullanılıyor?"", ""Uludağ Elektrik dışında başka pilot müşteri var mı veya planlı mı?""]",2026-06-15T08:18:21.033885+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-7c40f6995591,RI-354499460a8c,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Paygo SP630 ECR Mobil ÖKC ve Hugin Tiger T300 Mobil ÖKC Kampanyası | Türkiye İş Bankası A.Ş.,31.12.2026,https://www.isbank.com.tr/kampanyalar/hugin-paygo-mobil-okc-kampanyasi,Ödemeler ve POS,Ödemeler ve POS,Kampanya,İş Bankası mobil ÖKC cihazlarında 9 taksit kampanyası başlattı,"İş Bankası, Ingenico MOVE/5000 F, Paygo SP630 ECR 4G ve Hugin Tiger T300 4G mobil ÖKC cihazlarını 5.500-14.500 TL fiyat aralığında vade farksız 9 taksitle sunuyor. Kampanya İş Bankası kredi kartı ile satın alımlarda geçerli ve cihazlar şubeler aracılığıyla İŞMER A.Ş.","Rakip, POS cihaz satışını finansmanla kolaylaştırarak KOBİ müşteri kazanımını hızlandırmaya çalışıyor; bu, ödeme altyapısı pazarında doğrudan rekabet sinyalidir.","Mobil ÖKC pazarında cihaz finansmanı, KOBİ'lerin dijital ödeme altyapısına geçişinin en önemli engeli olan başlangıç maliyetini ortadan kaldırıyor. İş Bankası bu kampanyayla POS müşteri tabanını genişletme ve kredi kartı kullanımını artırma hedefiyle hareket ediyor.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""Ingenico MOVE/5000 F: 14.500 TL, 9 taksit vade farksız"", ""Paygo SP630 ECR 4G: 6.000 TL, 9 taksit vade farksız"", ""Hugin Tiger T300 4G: 5.500 TL, 9 taksit vade farksız"", ""Satın alımda İş Bankası kredi kartı zorunlu"", ""Cihaz satışı İŞMER A.Ş. tarafından yapılıyor"", ""Cihazlarda İş Bankası POS uygulaması kullanılması şart"", ""Kampanya tarihi: 31.12.2026""]","[""Akbank'ın mobil ÖKC cihaz finansmanı konusunda benzer bir kampanya planı var mı?"", ""Paygo ve Hugin gibi cihaz üreticileriyle Akbank'ın ortaklık durumu nedir?"", ""KOBİ müşterilerimizin POS cihaz satın alımında finansman talebinin boyutu nedir?""]",2026-06-15T08:20:06.517883+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-12b62e73d0b5,RI-ff12f0e27583,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Suya Değer Kredisi Kampanyası | Türkiye İş Bankası A.Ş.,30.06.2026,https://www.isbank.com.tr/kampanyalar/suya-deger-kredisi,KOBİ Kredileri,KOBİ Kredileri,Kampanya,İş Bankası Suya Değer Kredisi: Atık Su Arıtma Yatırımlarına %70 Finansman,"İş Bankası, atık su arıtma ve geri kazanım tesisi yatırımı yapan KOBİ'lere özel kredi kampanyası başlattı. Kampanya, çevresel sorumluluk teması altında üretim sektöründeki işletmeleri hedefliyor.",Düşük değerli PR kampanyası; Akbank KOBİ kredileri portföyü için doğrudan ürün veya strateji tehdidi oluşturmaz.,"İş Bankası, niş bir sektörel kredi ürünü ile ESG/çevre teması üzerinden KOBİ müşteri tabanında görünürlük artırıyor. Akbank'ın benzer çevresel krediler sunup sunmadığı kontrol edilmeli, ancak bu kampanyanın pazar payı etkisi sınırlıdır.",Düşük,İzle,Düşük,Yüksek,"[""Ürün adı: Suya Değer Kredisi"", ""Hedef müşteri: Atık su arıtma ve geri kazanım tesisi yatırımı yapan ticari işletmeler"", ""Finansman oranı: Yatırım harcamalarının maksimum %70'i"", ""Koşul: Fatura ibrazı zorunlu"", ""Kampanya tarihi: 30.06.2026"", ""Tema: Deniz kirliliğinin azaltılması ve su kaynaklarının verimli kullanımı""]","[""Akbank'ın atık su arıtma veya çevresel yatırım kredileri portföyünde benzer ürün var mı?"", ""Bu kampanyanın hedef pazar büyüklüğü (atık su arıtma yatırımı yapan KOBİ sayısı) nedir?"", ""İş Bankası bu kampanyaya ne kadar bütçe ayırdı ve ilk 6 ayda kaç kredi kullandırdı?""]",2026-06-15T08:20:19.287616+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-b457b71c5421,RI-7d2f863550f3,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Maximum’un 25.Yılına Özel Ticari Kredi Kartlara Seçili Sektörlerde Taksit Fırsatı! | Türkiye İş Bankası A.Ş.,30 Haziran 2026,https://www.isbank.com.tr/kampanyalar/maximumun-25-yilina-ozel-ticari-kredi-kartlara-secili-sektorlerde-taksit-firsati,Kampanyalar,Ödemeler ve POS,Kampanya,İş Bankası Maximum Kartlarında Seçili Sektörlerde 2 Ay Faizsiz Taksit,"İş Bankası, Maximum ve Maximiles ticari kredi kartlarında Haziran 2026'da gıda, elektronik, giyim, mobilya, yapı-inşaat ve araç bakım sektörlerinde 100.000 TL ve üzeri alışverişleri İşCep üzerinden faizsiz 2 ay taksitle sunuyor. Kampanya, peşin alışverişlerin sonradan taksitlendirilmesi yoluyla KOBİ müşterilerin nakit akışını iyileştirmeyi hedefliyor.","Bu, İş Bankası'nın ticari kredi kartı kullanımını artırmak ve seçili sektörlerde KOBİ müşteri çekimi için tasarlanmış sınırlı bir promosyon kampanyasıdır; Akbank'ın doğrudan ürün veya strateji değişikliğine yol açmaz.","Kampanya, KOBİ müşterilerin peşin ödeme yapma kabiliyetini artırarak nakit yönetimini iyileştirme çabası gösterir. Ancak bu, İş Bankası'nın ticari kredi kartı portföyünü güçlendirme ve belirli sektörlerde (özellikle perakende ve inşaat) müşteri sadakati sağlama taktiksel hamlesidir.",Düşük,İzle,Düşük,Yüksek,"[""Kampanya tarihi: 1-30 Haziran 2026"", ""Ürün: Maximum ve Maximiles ticari kredi kartları"", ""Minimum işlem tutarı: 100.000 TL, maksimum toplam: 250.000 TL"", ""Vade: 2 ay, faizsiz ve masrafsız"", ""Kapsanan sektörler: Gıda, elektronik-beyaz eşya, cep telefonu, giyim, mobilya, yapı-inşaat, araç bakım"", ""Uygulama kanalı: İşCep uygulaması (Harcama Taksitlendirme/Erteleme)"", ""Hariç tutulan kartlar: Vergi Kartı, Business Aidatsız, KGF Nefes, KOSGEB, Turizm Destek, Business+, Bayi Kartları, İmece, Bankamatik ve bireysel kartlar"", ""Taksitlendirme süresi: Alışveriş tarihinden hesap kesim tarihine kadar, son tarih 05.07.2026""]","[""Bu kampanyanın İş Bankası'nın ticari kredi kartı portföyünde ne kadar penetrasyon sağladığı bilinmekte midir?"", ""Akbank'ın benzer sektörlerde ticari kredi kartı taksitlendirme ürünü var mı ve rekabetçi konumu nedir?"", ""Kampanya sonrası müşteri tutma oranı ve taksitlendirme işlem hacmi İş Bankası'nın hedefleri nelerdir?""]",2026-06-15T08:20:32.197755+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-30afa566d4e6,RI-df8bef731c3f,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Avantajlı Çalışma Koşullarıyla Anında POS İş Bankası'nda! | Türkiye İş Bankası A.Ş.,01 Mayıs 2026,https://www.isbank.com.tr/kampanyalar/aninda-pos-kampanyasi,Ödemeler ve POS,Ödemeler ve POS,Kampanya,"İş Bankası Anında POS'ta Komisyon Oranını %2, 29'a İndirdi","İş Bankası, ilk kez POS alacak KOBİ ve esnaflar için ilk 3 ay boyunca kredi kartlarında %2,29 komisyon oranı, banka kartlarında %1,092 oranı ve aylık 399 TL yazılım/donanım/bakım ücreti avantajı sunuyor. Kampanya İşCep mobil uygulaması üzerinden dijital olarak başvuru alıyor.","Bu, İş Bankası'nın POS tahsilat pazarında yeni müşteri kazanmaya yönelik agresif bir fiyatlandırma hamlesidir ve Akbank'ın aynı segmentteki rekabetçi konumunu doğrudan etkiler.","Akbank KOBİ'nin POS ve tahsilat hizmetleri, KOBİ müşteri tabanının nakit yönetimi ve günlük operasyonlarının merkezinde yer almaktadır. İş Bankası'nın düşük komisyon oranları ve yazılım/donanım ücreti indirimleri, özellikle yeni POS alacak müşterileri çekmek için tasarlanmış doğrudan bir fiyat rekabeti sinyalidir.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""Kampanya tarihi: 01 Mayıs 2026"", ""Hedef kitle: İlk kez POS alacak KOBİ ve esnaf müşteriler"", ""Kredi kartı komisyon oranı: %2, 29 (ilk 3 ay, 3 milyon TL ciro limitine kadar)"", ""Banka kartı komisyon oranı: %1, 092"", ""Aylık yazılım/donanım/bakım ücreti: 399 TL (ilk 3 ay)"", ""Başvuru kanalı: İşCep mobil uygulaması (dijital, şubesiz)"", ""Kampanya geçmiş: Ocak 2026'dan beri komisyon oranları kademeli olarak düşürülüyor (Ocak: %2, 04 → Mayıs: %2, 29)"", ""Hariç tutulan sektörler: Kuyumculuk, akaryakıt, toptancılık, eğitim"", ""Fiziki ve sanal POS'larda geçerli""]","[""Akbank'ın mevcut POS komisyon oranları ve yazılım/donanım ücreti yapısı nedir ve İş Bankası'nın oranlarıyla karşılaştırıldığında rekabetçi mi?"", ""Akbank KOBİ'nin yeni POS müşteri kazanım hedefleri ve mevcut başarı oranları nedir?"", ""Bu kampanyanın Akbank'ın POS portföyünde müşteri kaybına neden olup olmadığını ölçmek için hangi metrikler izlenmeli?""]",2026-06-15T08:20:57.284644+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-351674947892,RI-8482ec58947a,DOC-REG-011-20260615082134,REG-011,yapi_kredi,Yapı Kredi,Yapı Kredi'den firmalara özel 48.000 TL değerinde hoş geldin paketi! | Kampanyalar | Yapı Kredi,15.06.2026,https://www.yapikredi.com.tr/kampanyalar/detay/253386,Kampanyalar,KOBİ Mevduat,Kampanya,Yapı Kredi KOBİ müşteri kazanım kampanyası: 48.000 TL hoş geldin paketi,"Yapı Kredi, Yapı Kredi Mobil üzerinden ilk kez müşteri olan ve ticari üyelik açan şahıs işletmeleri ile limited şirketleri hedef alan 48.000 TL değerinde hoş geldin paketi sunuyor. Paket kapsamında EFT/havale 1 yıl, çek tahsilatı ve dış ticaret işlemleri 6 ay boyunca ücretsiz.","Rakip, dijital kanaldan KOBİ mevduat ve nakit yönetimi hizmetlerine giriş yapan yeni müşterileri çekmek için operasyonel maliyetleri karşılayan bir teşvik paketi sunuyor.","Bu kampanya Yapı Kredi'nin KOBİ dijital dönüşüm stratejisinin bir parçası olup, mobil-first onboarding ile mevduat tabanını genişletmeyi hedefliyor. Tahsilat ve nakit yönetimi hizmetlerinin ücretsiz sunulması, müşteri yaşam döngüsü boyunca ek ürün satışı için bir kapı açıyor.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""Kampanya tarihi: 15.06.2026"", ""Hedef kitle: Şahıs işletmeleri ve limited şirketler"", ""Paket değeri: 48.000 TL"", ""Kanal: Yapı Kredi Mobil (dijital)"", ""EFT/havale: 1 yıl ücretsiz"", ""Çek tahsilatı (50 adet): 6 ay ücretsiz"", ""Dış ticaret işlemleri (15 adet): 6 ay ücretsiz"", ""Swift haberleşme (15 adet): 6 ay ücretsiz"", ""Gelen döviz havale (10 adet): 6 ay ücretsiz"", ""Ticari kredi kartı başvurusu şartı vardır"", ""Kampanyadan firma başına bir kez yararlanılabilir""]","[""Bu kampanyanın dönüşüm oranı (müşteri kazanım maliyeti) nedir?"", ""Akbank'ın KOBİ mevduat ve tahsilat kampanyalarının rekabetçiliği bu paket karşısında yeterli mi?"", ""Ticari kredi kartı başvurusu şartı, kampanyanın etkinliğini sınırlandırıyor mu?""]",2026-06-15T08:21:53.445992+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-b90a849472b6,RI-be1d18409d03,DOC-REG-012-20260610125201,REG-012,yapi_kredi,Yapı Kredi,YAPI KREDİ 500 MİLYON DOLARLIK İLAVE ANA SERMAYE TAHVİL İHRACINI BAŞARIYLA TAMAMLADI,20.05.2026,https://www.yapikredi.com.tr/medium/file/yapi-kredi-500-milyon-dolarlik-ilave-ana-sermaye-tahvil-ihracini-basariyla-tamamladi_72516/download,Kurumsal Konumlandırma,Diğer,Yönetim Açıklaması,Yapı Kredi 500M$ AT1 Tahvil İhracını Tamamladı,"Yapı Kredi, uluslararası piyasalarda 500 milyon dolarlık İlave Ana Sermaye Tahvil ihraç ederek sermaye tabanını güçlendirmiştir. İşlem, bankanın finansal gücü ve yatırımcı güvenini yansıtmaktadır.","Bu, Yapı Kredi'nin kurumsal finansman ve sermaye yönetimi kararı olup KOBİ ürün, hizmet, fiyatlandırma veya pazarlama stratejisine doğrudan etkisi yoktur.","Gelişme, rakibin likidite ve sermaye yeterliliğini güçlendirdiğini gösterir ancak KOBİ müşteri deneyimi, ürün özellikleri, mevduat oranları, kredi koşulları veya dijital hizmetler açısından herhangi bir değişim sinyali vermemektedir. Kurumsal düzeyde finansal sağlamlık mesajı taşır.",Düşük,Önceliklendirme,Düşük,Yüksek,"[""Yapı Kredi 500 milyon dolar AT1 tahvil ihraç etmiştir"", ""İhraç tarihi Mayıs 2026'dır"", ""Amaç: sermaye tabanını desteklemek"", ""Geçen yıl ilk çeyrekten bu yana toplam 6, 25 milyar dolar uluslararası kaynak sağlanmıştır"", ""Yetkili bankalar: Abu Dhabi Commercial Bank, Citibank, Emirates NBD, First Abu Dhabi Bank, J.P. Morgan, Société Générale, Standard Chartered""]","[""Bu tahvil ihracı Yapı Kredi'nin KOBİ kredi kapasitesini artıracak mı?"", ""Artan sermaye tabanı KOBİ mevduat oranlarında rekabetçi bir hamle tetikleyecek mi?""]",2026-06-15T08:24:26.391641+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-a09fb1316c6e,RI-fa752682107e,DOC-REG-012-20260610125201,REG-012,yapi_kredi,Yapı Kredi,"YAPI KREDİ’YE YAKLAŞIK 1,1 MİLYAR DOLARLIK SENDİKASYON KREDİSİ",04.06.2026,https://www.yapikredi.com.tr/medium/file/yapi-krediye-yaklasik-11-milyar-dolarlik-sendikasyon-kredisi_72541/download,Kurumsal Konumlandırma,Diğer,Pazar Sinyali,"Yapı Kredi 1, 1 Milyar Dolarlık Sendikasyon Kredisi Sağladı","Yapı Kredi, 25 ülkeden 49 finansal kurumun katılımıyla 1,1 milyar dolarlık sendikasyon kredisi anlaşması imzaladı. Kredi, 367 gün ile 1.101 gün arasında değişen vadelerle ve Sürdürülebilir Finans Çerçevesi kapsamında kullandırılacak.","Bu gelişme Yapı Kredi'nin kurumsal finansman kapasitesi ve uluslararası piyasa erişimi hakkında bir sinyal olup, KOBİ ürün, hizmet veya strateji alanında doğrudan bir tehdit veya fırsat oluşturmamaktadır.","Gelişme, Yapı Kredi'nin kurumsal düzeyde finansal güç ve uluslararası konumlandırmasını göstermektedir. KOBİ mevduat, kredileri, ödemeler, nakit yönetimi veya gömülü finans alanlarında somut bir ürün, fiyat veya hizmet değişikliği içermemektedir.",Düşük,Önceliklendirme,Düşük,Yüksek,"[""Yapı Kredi 1, 1 milyar dolarlık sendikasyon kredisi anlaşması imzaladı"", ""25 ülkeden 49 finansal kurum katılımcı"", ""Kredi beş dilimde yapılandırılmış (367, 734 ve 1.101 gün vadeler)"", ""Dolar dilimleri SOFR + %1, 25 ile %2, 00 arasında fiyatlandırılmış"", ""Euro dilimleri Euribor + %1, 10 ile %1, 60 arasında fiyatlandırılmış"", ""Kredi Sürdürülebilir Finans Çerçevesi kapsamında kullandırılacak""]","[""Bu kaynaklar Yapı Kredi'nin KOBİ kredi portföyünü genişletmek için kullanılacak mı?"", ""Sendikasyon kredisinin KOBİ müşterilerine yönelik ürün fiyatlandırmasına etkisi olacak mı?""]",2026-06-15T08:24:37.501588+00:00,claude-haiku-4-5-20251001,Beklemede,,
