summary_id,recent_item_id,document_id,source_id,institution_id,institution_name,item_title,item_date,item_url,strategic_theme,product_area,development_type,headline,summary,core_assessment,strategic_relevance,impact_on_us,recommended_action,importance_level,confidence_level,extracted_facts_json,open_questions_json,created_at,llm_model,review_status,raw_llm_response_path,error_message
SUM-e97de7b2d7a8,RI-f92e00745bc4,DOC-REG-003-20260609085925,REG-003,garanti_bbva,Garanti BBVA,Garanti BBVA Şubelerini Öğrencilere Açıyor,8 Mayıs 2026,https://www.garantibbva.com.tr/content/public-website/kurumsal-iletisim/garanti-bbva-subelerini-ogrencilere-aciyor,Kurumsal Konumlandırma,Diğer,Kampanya,Garanti BBVA Öğrenci Şube Ziyaretleri Programını Genişletiyor,"Garanti BBVA, finansal okuryazarlık amaçlı öğrenci şube ziyaretleri programını sürdürüyor; 2025'te 45 ilde 2400 öğrenciye ulaştı. Program kapsamında bir öğrencinin hikâyesi kitaplaştırılarak dağıtılıyor.",Bu gelişme Akbank KOBİ işletmelerine doğrudan ilişkili değildir; kurumsal sosyal sorumluluk ve marka görünürlüğü amaçlı bir eğitim kampanyasıdır.,"Gelişme KOBİ mevduat, kredileri, ödemeler, nakit yönetimi veya dijital yolculuk açısından hiçbir ürün veya hizmet değişikliği içermemektedir. Rakibin gençlere finansal okuryazarlık aracılığıyla uzun vadeli marka bağlılığı oluşturma çabasıdır.",Düşük,Önceliklendirme,Düşük,Yüksek,"[""Program 2023'ten beri yürütülüyor; 3400'den fazla öğrenciye ulaşmış"", ""2025'te 45 ilde 94 şubede 119 öğretmen ve 2400 öğrenci ağırlandı"", ""Ziyaretlerde ATM işleyişi, banka operasyonları ve tasarruf konuları anlatılıyor"", ""Bir öğrencinin hikâyesi 'Öykü'nün Banka Macerası' adıyla kitaplaştırıldı"", ""Kitap şube ziyaretçilerine hediye olarak dağıtılıyor""]","[""Bu program Garanti BBVA'nın KOBİ müşteri tabanında gençlerin gelecekteki tercihine etki etmeyi hedefliyor mu?"", ""Akbank'ın benzer bir gençlik/eğitim programı var mı ve görünürlüğü yeterli mi?""]",2026-06-10T12:36:33.595767+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-d6355f047f71,RI-d810de770c4b,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,amazon-pazar-yeri-hak-edis-odemesi-kampanyasi | Türkiye İş Bankası A.Ş.,01.02.2026,https://www.isbank.com.tr/kampanyalar/amazon-pazar-yeri-hak-edis-odemesi-kampanyasi,Ekosistem İş Birlikleri,Ödemeler ve POS,Kampanya,İş Bankası Amazon Satıcılarına Hak Ediş Ödemesi Kampanyası,"İş Bankası, Amazon pazar yeri satıcılarının hak ediş ödemelerini kendi hesaplarına yönlendirmelerine karşılık 37.000 TL'ye varan MaxiPuan ve 200 işlem için ücretsiz havale/EFT sunuyor. Kampanya 11 ay boyunca devam edecek ve ticari kredi kartı, ticari ek hesap ile 2 adet otomatik fatura talimatı şartını taşıyor.","Bu, e-ticaret satıcılarının tahsilat akışını çekmeye yönelik hedefli bir mevduat ve nakit yönetimi kampanyasıdır; Akbank'ın aynı segmentte benzer bir teklif sunup sunmadığını kontrol etmek gerekir.","İş Bankası, e-ticaret ekosistemindeki satıcı tabanını doğrudan hedef alarak mevduat ve işlem hacmi kazanmaya çalışıyor. Bu, KOBİ nakit yönetimi ve tahsilat ürünlerinde rakip konumlandırmasını güçlendiriyor.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""Kampanya tarihi: 01.02.2026 - 31.12.2026"", ""Hedef müşteri: Amazon satıcıları (yeni müşteriler ve 2025'te başka pazar yerlerinden gelen satıcılar)"", ""İlk ay kazanç: Hak ediş tutarının %5'i, minimum 100 TL, maksimum 7.000 TL"", ""Sonraki aylar: Hak ediş tutarının %5'i, maksimum 3.000 TL"", ""Ek fayda: 100 havale + 100 EFT ücretsiz (399.000 TL'ye kadar)"", ""Şartlar: Ticari kredi kartı, ticari ek hesap, 2 adet aktif otomatik fatura talimatı gerekli"", ""Kampanya kapsamındaki pazar yerleri: Amazon, Çiçeksepeti, Hepsiburada, N11, Pazarama, Trendyol, Yemeksepeti"", ""2025'te bu pazar yerlerinden hak ediş alan müşteriler kampanyaya dahil değil""]","[""Akbank'ın e-ticaret satıcılarına yönelik benzer bir tahsilat/mevduat kampanyası var mı?"", ""Amazon satıcı tabanında Akbank'ın pazar payı nedir?"", ""İş Bankası'nın bu kampanyadan beklenen mevduat ve işlem hacmi hedefi ne kadar?""]",2026-06-10T12:49:54.552949+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-1432bbc1a263,RI-e5e9c4bc4bfb,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Organize Sanayi Bölgelerinde (OSB) Faaliyet Gösteren KOBİ’lerimize Yönelik Finansman Paketi | Türkiye İş Bankası A.Ş.,13 Haziran 2024,https://www.isbank.com.tr/kampanyalar/osb-faaliyet-gosteren-kobilerimize-yonelik-finansman-paketi,KOBİ Kredileri,KOBİ Kredileri,Kampanya,İş Bankası OSB'lerdeki KOBİ'lere yeşil ve dijital dönüşüm kredileri sunuyor,"İş Bankası, OSBÜK ile imzaladığı protokol kapsamında Organize Sanayi Bölgelerinde faaliyet gösteren KOBİ'lere yeşil dönüşüm, dijital dönüşüm, ihracat ve teminat mektubu hizmetlerini avantajlı faiz oranlarıyla sunmaktadır. Kampanya ayrıca kredi kullanan müşterilere havale masrafsızlığı ve ticari kredi kartı avantajları da içermektedir.","Bu, İş Bankası'nın OSB'li KOBİ segmentinde kredi ve nakit yönetimi hizmetlerini paketleyerek pazar payını güçlendirme girişimidir.","OSB'ler yüksek konsantrasyonlu KOBİ yoğunluğu nedeniyle stratejik bir segment olup, İş Bankası bu alanı kurumsal protokol ile kilitlemektedir. Akbank'ın aynı segmentte benzer bir paket sunmaması durumunda, bu bölgedeki KOBİ'lerin finansman ihtiyaçlarında İş Bankası tercih edilme olasılığı artacaktır.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""İş Bankası ile OSBÜK arasında 13 Haziran 2024 tarihinde protokol imzalanmıştır."", ""Kampanya kapsamında sunulan ürünler: İkiz Dönüşüm Kredileri, TL İhracat Kredisi, TL Teminat Mektubu, Ticari Kredi Kartları."", ""İkiz Dönüşüm Kredileri dört alanı kapsamaktadır: Yeşil Dönüşüm ve Yenilenebilir Enerji, Enerji/Su/Kaynak Verimliliği, Su Atık Yönetimi, Dijital Dönüşüm."", ""Kredi kullanan müşterilere İşCep ve İnternet Şubesi üzerinden 100 havale işlemi 6 ay boyunca masrafsız (300.000 TL'ye kadar)."", ""Kampanya OSB sınırları içinde faaliyet gösteren OSBÜK üyesi KOBİ'lere açıktır."", ""Başvuru şubeler aracılığıyla yapılmaktadır.""]","[""Akbank'ın OSB'li KOBİ'ler için benzer bir paket sunup sunmadığı kontrol edilmeli."", ""OSB'lerdeki mevcut Akbank müşteri tabanının büyüklüğü ve bu müşterilerin finansman ihtiyaçları analiz edilmeli."", ""İş Bankası'nın bu kampanyadaki faiz oranları Akbank'ın mevcut oranlarıyla karşılaştırılmalı.""]",2026-06-10T12:50:07.829327+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-10f731d74e1b,RI-51b144c5818d,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Paygo SP630 ECR Mobil ÖKC ve Hugin Tiger T300 Mobil ÖKC Kampanyası | Türkiye İş Bankası A.Ş.,,https://www.isbank.com.tr/kampanyalar/hugin-paygo-mobil-okc-kampanyasi,Ödemeler ve POS,Ödemeler ve POS,Kampanya,İş Bankası mobil ÖKC cihazlarında 9 taksit kampanyası başlattı,"İş Bankası, Ingenico MOVE/5000 F, Paygo SP630 ECR 4G ve Hugin Tiger T300 4G mobil ÖKC cihazlarına vade farksız 9 taksit imkanı sunuyor. Kampanya İş Bankası kredi kartı ile satın alımlarda geçerli olup cihazlar banka şubeleri aracılığıyla satılmaktadır.","Bu, İş Bankası'nın KOBİ müşterilerine POS cihaz satışını finansmanlaştırarak tahsilat hizmetlerine bağlama stratejisidir.","Rakip, KOBİ müşterilerinin cihaz yatırım maliyetini düşürerek kendi POS ağını genişletmeyi hedeflemektedir. Akbank'ın benzer finansman seçenekleri sunup sunmadığı ve POS cihaz satış stratejisinin gücü kontrol edilmelidir.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""Ingenico MOVE/5000 F: 14.500 TL, 9 taksit vade farksız"", ""Paygo SP630 ECR 4G: 6.000 TL, 9 taksit vade farksız"", ""Hugin Tiger T300 4G: 5.500 TL, 9 taksit vade farksız"", ""Satın alım İş Bankası şubeleri aracılığıyla yapılmaktadır"", ""Taksit avantajı İş Bankası kredi kartı kullanımına bağlıdır"", ""Cihaz satışları İŞMER A.Ş. tarafından yürütülmektedir"", ""Cihazlarda İş Bankası POS uygulaması kullanılması şarttır""]","[""Akbank'ın mobil ÖKC cihazlarına benzer finansman seçeneği var mı?"", ""İş Bankası'nın bu kampanya ile aylık yeni POS aktivasyonu hedefi nedir?"", ""Akbank KOBİ müşterilerinin cihaz satın alma davranışında fiyat/finansman ne kadar etkili?"", ""Rakibin cihaz satışını İŞMER A.Ş. aracılığıyla yapması dağıtım gücü açısından ne anlama geliyor?""]",2026-06-10T12:50:19.651372+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-19f01482f6c8,RI-1dba83a67153,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Suya Değer Kredisi Kampanyası | Türkiye İş Bankası A.Ş.,,https://www.isbank.com.tr/kampanyalar/suya-deger-kredisi,KOBİ Kredileri,KOBİ Kredileri,Kampanya,İş Bankası Suya Değer Kredisi: Atık Su Arıtma Yatırımlarına %70 Finansman,"İş Bankası, atık su arıtma ve geri kazanım tesisi yatırımı yapan KOBİ'lere özel kredi kampanyası başlatmıştır. Kampanya, çevresel sorumluluk teması altında üretim sektörü KOBİ'lerine yönelik finansman desteği sunmaktadır.","Bu, İş Bankası'nın KOBİ kredi portföyünü sektörel ve çevresel temalar etrafında segmente etme stratejisini göstermektedir; Akbank için doğrudan ürün aksiyonu gerektirmez ancak KOBİ kredi pazarında tema-tabanlı kampanya eğilimini işaret eder.","Rakip, üretim sektörü KOBİ'leri arasında çevresel uyum finansmanı konusunda marka konumlandırması yapmaktadır. Bu, KOBİ kredi pazarında niş segmentasyon ve ESG-bağlantılı finansman trendinin bir göstergesidir.",Düşük,İzle,Düşük,Yüksek,"[""Kampanya adı: Suya Değer Kredisi"", ""Hedef müşteri: Atık su arıtma ve geri kazanım tesisi yatırımı yapan ticari müşteriler"", ""Finansman oranı: Yatırım harcamalarının maksimum %70'i"", ""Şart: Fatura ibrazı zorunlu"", ""Karar mercii: İş Bankası"", ""Tema: Çevresel sorumluluk ve deniz kirliliğinin azaltılması""]","[""Bu kampanyanın başlangıç tarihi ve süresi nedir?"", ""Kampanya kapsamında kaç KOBİ müşteri hedeflenmektedir?"", ""Kredi faiz oranı ve vadesi nedir?""]",2026-06-10T12:50:29.109202+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-b457b71c5421,RI-7d2f863550f3,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Maximum’un 25.Yılına Özel Ticari Kredi Kartlara Seçili Sektörlerde Taksit Fırsatı! | Türkiye İş Bankası A.Ş.,30 Haziran 2026,https://www.isbank.com.tr/kampanyalar/maximumun-25-yilina-ozel-ticari-kredi-kartlara-secili-sektorlerde-taksit-firsati,Kampanyalar,Ödemeler ve POS,Kampanya,İş Bankası Maximum Kartlarında Seçili Sektörlerde 2 Ay Faizsiz Taksit,"İş Bankası, Maximum ticari kredi kartlarında Haziran 2026'da gıda, elektronik, giyim, mobilya, yapı-inşaat ve araç bakım sektörlerinde 100.000 TL üzeri alışverişleri İşCep uygulamasından faizsiz 2 ay taksitle taksitlendirme imkanı sunuyor. Kampanya, ticari kartlı işlemlerde müşteri tutma ve işlem hacmi artırma amaçlı sınırlı bir promosyon niteliğindedir.","Bu, İş Bankası'nın ticari kredi kartı portföyünü belirli sektörlerde aktifleştirmeye yönelik mevsimsel bir kampanya olup, Akbank KOBİ ürün stratejisine doğrudan tehdit oluşturmamakta ancak ticari kart kullanım oranlarında rekabet sinyali vermektedir.","Kampanya, KOBİ müşterilerin ticari kartlarla peşin alışveriş yapma davranışını teşvik ederek işlem hacmi ve kart kullanım sıklığını artırmayı hedeflemektedir. Akbank'ın ticari kart portföyü ve sonradan taksitlendirme ürünleri açısından karşılaştırmalı konumlandırma gerekebilir.",Düşük,İzle,Düşük,Yüksek,"[""Kampanya tarihi: 1-30 Haziran 2026"", ""Ürün: Maximum ve Maximiles ticari kredi kartları"", ""Minimum işlem tutarı: 100.000 TL, maksimum toplam: 250.000 TL"", ""Taksit vadesi: 2 ay, faizsiz ve masrafsız"", ""Kapsanan sektörler: Gıda, elektronik-beyaz eşya, cep telefonu, giyim, mobilya, yapı-inşaat, araç bakım"", ""Uygulama kanalı: İşCep uygulaması (İşCep dışı kanallar kampanya kapsamı dışı)"", ""Hariç tutulan kartlar: Maximum Business Aidatsız, KGF Nefes, KOSGEB, Turizm Destek, Maximum Business+, Bayi Kartları ve bireysel kartlar"", ""Taksitlendirme süresi: Alışveriş tarihinden hesap kesim tarihine kadar, son tarih 05.07.2026""]","[""Akbank'ın ticari kart portföyünde benzer sonradan taksitlendirme kampanyası var mı veya planlanıyor mu?"", ""İş Bankası'nın Maximum kartı kullanım oranları ve işlem hacmi Akbank ticari kartlarıyla karşılaştırıldığında nerede duruyor?"", ""Kampanya döneminde İş Bankası'nın ticari kart başvuru ve aktivasyon oranlarında artış olup olmadığı izlenebilir mi?""]",2026-06-10T12:51:09.526890+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-7562a4ecb8c3,RI-a459cb22ec4e,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Yeni Ticari Kredi Kartı Müşterilerimize Hoş Geldin Kampanyası | Türkiye İş Bankası,30 Haziran 2026,https://www.isbank.com.tr/kampanyalar/yeni-ticari-kredi-karti-musterilerimize-hos-geldin-kampanyasi,Kampanyalar,Ödemeler ve POS,Kampanya,İş Bankası Ticari Kredi Kartı Yeni Müşteri Kazanım Kampanyası,"İş Bankası, Nisan-Haziran 2026 döneminde yeni ticari kredi kartı müşterilerine 5.000-10.000 TL MaxiPuan hediye eden bir hoş geldin kampanyası başlatmıştır. Kampanya, belirli harcama eşikleri (200.000-400.000 TL) karşılığında puan kazanımını teşvik etmektedir.","Bu, İş Bankası'nın KOBİ kredi kartı portföyünü genişletmek için düzenli olarak tekrarlanan bir müşteri kazanım kampanyasıdır ve pazar dinamiklerini yansıtmakla birlikte Akbank'ın stratejik konumunu doğrudan tehdit etmemektedir.","Kampanya, ticari kredi kartı segmentinde müşteri kazanım yoğunluğunu göstermektedir ve ödemeler ekosisteminde KOBİ'lerin harcama davranışlarını şekillendirmeye yönelik bir çabadır. Akbank'ın benzer ürün ve kampanya portföyü bulunması nedeniyle pazardaki rekabet yoğunluğunun bir göstergesidir.",Düşük,İzle,Düşük,Yüksek,"[""Kampanya tarihi: 1 Nisan - 30 Haziran 2026"", ""Hedef müşteri: İş Bankası'ndan ilk kez ticari kredi kartı alanlar"", ""Ödül: 5.000 TL (200.000-400.000 TL harcama) veya 7.500 TL (400.000 TL+ harcama)"", ""Maximum Business TROY kartı için: 6.000 TL veya 10.000 TL MaxiPuan"", ""Başvuru kanalları: İşCep ve şubeler; gerçek kişi tacir/esnaf için anında değerlendirme"", ""Puan kullanım süresi: 30 Eylül 2026'ya kadar"", ""Müşteri başına maksimum kazanım: 10.000 TL MaxiPuan"", ""Kampanya daha önce Q1 2026 ve Q4 2025'te benzer şartlarla tekrarlanmıştır""]","[""Akbank'ın ticari kredi kartı kampanya takvimi ve ödül seviyeleri nedir?"", ""İş Bankası'nın bu kampanya döneminde ticari kredi kartı başvuru ve onay oranları nedir?"", ""MaxiPuan kullanım oranları (redemption) rakip kurumlar arasında karşılaştırılabilir mi?""]",2026-06-10T12:51:36.143604+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-30afa566d4e6,RI-df8bef731c3f,DOC-REG-006-20260610124523,REG-006,is_bankasi,İş Bankası,Avantajlı Çalışma Koşullarıyla Anında POS İş Bankası'nda! | Türkiye İş Bankası A.Ş.,01 Mayıs 2026,https://www.isbank.com.tr/kampanyalar/aninda-pos-kampanyasi,Ödemeler ve POS,Ödemeler ve POS,Kampanya,"İş Bankası Anında POS'ta Komisyon Oranını %2, 29'a İndirdi","İş Bankası, ilk kez POS alacak KOBİ ve esnaflar için ilk 3 ay boyunca kredi kartı işlemlerinde %2,29 komisyon oranı ve aylık 399 TL yazılım/donanım/bakım ücreti avantajı sunuyor. Kampanya İşCep dijital kanalı üzerinden başvuru yapılıyor ve toplam 3 milyon TL ciro tutarına kadar geçerli.","Bu, rakibin POS tahsilat pazarında yeni müşteri kazanımına yönelik agresif bir fiyatlandırma hamlesidir ve Akbank'ın POS ürün ve fiyatlandırması ile doğrudan karşılaştırılması gerekir.","KOBİ tahsilat ve POS işlemleri Akbank'ın temel gelir kaynağıdır. İş Bankası'nın düşük komisyon oranları ve yazılım ücreti indirimleri ile yeni müşteri çekme stratejisi, Akbank'ın mevcut ve potansiyel KOBİ müşterilerine yönelik fiyat rekabeti baskısını artırmaktadır.",Orta,Yanıt Geliştir,Orta,Yüksek,"[""Kampanya tarihi: 01 Mayıs 2026"", ""Hedef kitle: İlk kez POS alacak KOBİ ve esnaf müşteriler"", ""Kredi kartı komisyon oranı: %2, 29 (ilk 3 ay)"", ""Banka kartı komisyon oranı: %1, 092 (ilk 3 ay)"", ""Aylık yazılım/donanım/bakım ücreti: 399 TL (ilk 3 ay)"", ""Ciro limiti: 3 milyon TL"", ""Başvuru kanalı: İşCep (dijital)"", ""Fiziki ve sanal POS'larda geçerli"", ""Hariç tutulan sektörler: Kuyumculuk, akaryakıt, toptancılık, eğitim"", ""Müşteri başına maksimum 1 POS cihazı için geçerli"", ""Geçmiş kampanyalar incelendiğinde: Ocak 2026'da %2, 04, Şubat 2026'da %2, 04, Mart 2026'da %2, 04 oranları sunulmuş; Mayıs 2026'da %2, 29'a yükseltilmiş""]","[""Akbank'ın mevcut POS komisyon oranları ve yazılım ücretleri İş Bankası'nın teklifine kıyasla nerede duruyor?"", ""Akbank'ın ilk kez POS alacak KOBİ müşterilerine yönelik mevcut kampanyası var mı ve ne kadar agresif?"", ""İş Bankası'nın kampanya geçmişine bakıldığında (Ocak-Mayıs 2026 arasında oranlar değişmiş), bu trendin devamı bekleniyor mu?"", ""Akbank'ın POS tahsilat pazarında pazar payı ve müşteri kazanım hedefleri nedir?""]",2026-06-10T12:51:49.468361+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-768416ddd51d,RI-0b35a09b40e3,DOC-REG-011-20260610125200,REG-011,yapi_kredi,Yapı Kredi,Yapı Kredi'den firmalara özel 48.000 TL değerinde hoş geldin paketi! | Kampanyalar | Yapı Kredi,10.06.2026,https://www.yapikredi.com.tr/kampanyalar/detay/253386,Kampanyalar,Dijital KOBİ Yolculuğu,Kampanya,Yapı Kredi'nin KOBİ hoş geldin paketi: 48.000 TL değerinde ücretsiz hizmetler,"Yapı Kredi, mobil uygulamadan ilk kez müşteri olan ve ticari üyelik açan KOBİ'lere 48.000 TL değerinde hoş geldin paketi sunuyor. Paket 6 ay boyunca çek, tahsilat, dış ticaret işlemleri ve 1 yıl boyunca EFT/havale işlemlerini ücretsiz kapsıyor.","Bu, rakibin KOBİ müşteri kazanımını hızlandırmak için dijital kanalı kullanarak nakit yönetimi ve tahsilat hizmetlerini teşvik eden bir müşteri kazanım kampanyasıdır.","Kampanya, KOBİ'lerin dijital bankacılık alışkanlığını oluşturmaya ve ticari işlemleri (tahsilat, EFT, dış ticaret) Yapı Kredi'de yoğunlaştırmaya odaklanmıştır. Akbank için, KOBİ müşteri kazanım maliyeti ve dijital onboarding hızı açısından rekabet baskısı oluşturmaktadır.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""Kampanya tarihi: 10.06.2026"", ""Paket değeri: 48.000 TL"", ""Hedef: Yapı Kredi Mobil'den ilk kez müşteri olan şahıs işletmeleri ve limited şirketler"", ""Tahsilat avantajı: 50 adet başka banka çek tahsilatı 6 ay ücretsiz"", ""Ödeme avantajı: EFT/havale 1 yıl ücretsiz"", ""Dış ticaret: 15 adet dış ticaret işlemi 6 ay ücretsiz"", ""Kredi kartı şartı: Ticari kredi kartı başvurusu ve onayı gerekli"", ""Sınırlama: Firma başına bir kez kullanılabilir""]","[""Bu kampanyanın başlangıç tarihi ne zaman ve ne kadar süre devam edecek?"", ""Yapı Kredi'nin bu kampanya ile aylık/üç aylık KOBİ müşteri kazanım hedefi nedir?"", ""Akbank'ın benzer dijital onboarding kampanyasının müşteri kazanım maliyeti ve avantaj paketi karşılaştırması nedir?""]",2026-06-10T14:57:14.174588+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-c37d1861ef76,RI-20c8d047b28f,DOC-REG-012-20260610125201,REG-012,yapi_kredi,Yapı Kredi,"YAPI KREDİ’DEN ÜLKE EKONOMİSİNE 2,6 TRİLYON TL’Yİ AŞAN KAYNAK",31 Aralık 2025,https://www.yapikredi.com.tr/medium/file/yapi-krediden-ulke-ekonomisine-26-trilyon-tlyi-asan-kaynak_72088/download,Nakit Yönetimi,Nakit Yönetimi,Yönetim Açıklaması,Yapı Kredi KOBİ nakit yönetimi ürünü BANKO'yu 17 bin firmaya sundu,"Yapı Kredi, 2025 yılında KOBİ müşterilerine Yapı Kredi BANKO adlı nakit yönetimi ürününü sunarak yaklaşık 17 bin firma tarafından kullanılmaya başladığını açıkladı. Ürün, Yapı Kredi Mobil üzerinden 1.000'in üzerinde işlem yapılabilmesini sağlayan dijital KOBİ hizmetlerinin bir parçası olarak konumlandırılmıştır.","Yapı Kredi, KOBİ nakit yönetimi alanında somut bir ürün lansmanı gerçekleştirmiş ve erken benimseme sayısını (17 bin firma) açıklamıştır; bu, Akbank'ın nakit yönetimi ve dijital KOBİ stratejisinde karşılaştırmalı konumlandırma gerektirmektedir.","Rakip, KOBİ müşterilerinin nakit akış yönetimi ihtiyacını doğrudan ele alan bir ürünle pazar tarafını güçlendirmiştir. Akbank'ın nakit yönetimi portföyü ve Mobil uygulamasındaki KOBİ işlem kapasitesi ile doğrudan karşılaştırılabilir bir konumdadır.",Orta,BD Konuşma Notlarına Ekle,Orta,Yüksek,"[""Yapı Kredi BANKO, 2025 yılının ikinci yarısında piyasaya sunulmuştur."", ""Ürün yaklaşık 17 bin firma tarafından kullanılmaktadır."", ""Yapı Kredi Mobil üzerinden 1.000'in üzerinde işlem yapılabilmektedir."", ""Ürün, güvenli nakit akışı ve esneklik üzerine kurulu olarak tanımlanmıştır."", ""CEO, önümüzdeki dönemde kullanıcı sayısının katlanarak artmasını beklediğini belirtmiştir."", ""Yapı Kredi'nin toplam nakdi kredi hacmi 1, 8 trilyon TL, müşteri mevduatı 1, 9 trilyon TL seviyesindedir.""]","[""Yapı Kredi BANKO'nun fiyatlandırması, özellikler ve Akbank'ın nakit yönetimi ürünleriyle karşılaştırmalı avantajları nelerdir?"", ""17 bin firma sayısı, Yapı Kredi'nin KOBİ tabanının yüzde kaçını temsil etmektedir?"", ""Akbank'ın nakit yönetimi ürünlerinin (varsa) benzer dönemdeki benimseme hızı nedir?""]",2026-06-10T14:57:32.912855+00:00,claude-haiku-4-5-20251001,Beklemede,,
SUM-b3f63d564723,RI-74efca36e16b,DOC-REG-012-20260610125201,REG-012,yapi_kredi,Yapı Kredi,"YAPI KREDİ, SORUMLU YAPAY ZEKÂ İLKELERİYLE GELECEĞİN BANKACILIĞINA YÖN VERİYOR",,https://www.yapikredi.com.tr/medium/file/yapay-zeka_72142/download,Kurumsal Konumlandırma,Diğer,Yönetim Açıklaması,"Yapı Kredi, Sorumlu Yapay Zekâ İlkeleri Yayımladı","Yapı Kredi, yapay zekâ teknolojilerinin etik ve güvenli kullanımına yönelik kurumsal ilkeler yayımladı. İlkeler, insan haklarına saygı, şeffaflık, veri gizliliği ve toplumsal fayda ekseninde tasarlanmıştır.","Bu, rakibin teknoloji ve etik yönetişim alanında kurumsal liderlik konumlandırması yapan bir PR hareketi olup, doğrudan KOBİ ürün veya hizmetlerine yönelik bir gelişme değildir.","Yapı Kredi, yapay zekâyı KOBİ ve kurumsal müşterilerle iletişimde bir güven ve sorumluluk faktörü olarak konumlandırmaya çalışmaktadır. Bu, uzun vadede müşteri tercihinde etik ve şeffaflık beklentilerinin arttığını gösterir.",Düşük,Yönetici Bilgilendirme Notuna Ekle,Düşük,Yüksek,"[""Yapı Kredi, Sorumlu Yapay Zekâ İlkeleri yayımladı"", ""İlkeler: insan haklarına saygı, şeffaflık, hesap verebilirlik, veri gizliliği, güvenlik, adalet, kapsayıcılık, siber güvenlik, sürdürülebilirlik"", ""İlkeler yapay zekâ sistemlerinin tüm yaşam döngüsünü kapsar (fikir, geliştirme, kullanım, devreden çıkarma)"", ""Kritik uygulamalarda insan gözetimi ve itiraz mekanizmaları öngörülüyor"", ""Koç Topluluğu'nun etik kültüründen beslenmiş, KVKK, AB, OECD, UNESCO, ISO standartlarıyla uyumlu""]","[""Bu ilkelerin KOBİ kredileri, mevduat veya ödeme ürünlerinde pratik uygulaması nedir?"", ""Rakip bu ilkeleri KOBİ müşterilerine karşı pazarlama argümanı olarak kullanacak mı?"", ""Akbank'ın yapay zekâ etik ilkeleri konusunda benzer bir açıklaması var mı?""]",2026-06-10T14:57:52.781841+00:00,claude-haiku-4-5-20251001,Beklemede,,
