summary_id,recent_item_id,document_id,source_id,institution_id,institution_name,item_title,item_date,item_url,strategic_theme,product_area,development_type,headline,summary,core_assessment,strategic_relevance,impact_on_us,recommended_action,importance_level,confidence_level,extracted_facts_json,open_questions_json,created_at,llm_model,review_status,raw_llm_response_path,error_message,cluster_id,cluster_status,covered_by_cluster,suppress_individual_review,suppression_reason,language_lint_score,language_lint_warnings,needs_language_review,needs_rewrite,source_url,relevance_status
SUM-9d59923d356e,RI-e76d6af5a270,DOC-REG-006-20260616113727,REG-006,is_bankasi,İş Bankası,İlk Ticari Kredi Kartına Özel Seçili Sektörlerde Faizsiz Taksit Fırsatı | Türkiye İş Bankası A.Ş.,30 Haziran 2026,https://www.isbank.com.tr/kampanyalar/ilk-ticari-kredi-kartina-ozel-secili-sektorlerde-taksit-firsati,Kampanyalar,Ödemeler ve POS,Kampanya,"İş Bankası, yeni ticari kart müşterilerine seçili sektörlerde faizsiz 2 ay taksit sunuyor","İş Bankası, 1-30 Haziran 2026 arasında ilk ticari kredi kartı açan müşterilere, 1 Haziran-31 Temmuz döneminde gıda, elektronik, cep telefonu, giyim, mobilya, yapı-inşaat ve araç bakım sektörlerinde 10.000-50.000 TL arası alışverişleri İşCep uygulamasında faizsiz 2 ay vade ile taksitlendirme imkanı sunuyor. Kampanya, yeni müşteri kazanımını hızlandırmak ve ticari kart aktivasyonunu artırmak için tasarlanmış bir fiyat avantajı kampanyası.",Yeni ticari kart müşteri kazanımı için net fiyat avantajı kampanyası; ticari kart aktivasyonu paternine giriyor ve izlenmesi gereken bir taktik.,"Akbank için asıl soru, bu tip ücretsiz taksit paketlerinin yeni KOBİ müşteri kazanımında ne kadar etkili olduğu. İş Bankası, ticari kart başvurusu ve aktivasyonunu hızlandırmak için peşin alışverişleri sonradan taksitlendirme mekanizmasını kullanıyor; bu, KOBİ müşteri edinim maliyetini düşürme taktiğidir.",Orta,İzle,Orta,Yüksek,"[""Kampanya tarihleri: 1-30 Haziran 2026 (başvuru), 1 Haziran-31 Temmuz 2026 (işlem geçerliliği)"", ""Hedef: İlk kez ticari kredi kartı açan müşteriler"", ""Faizsiz taksit: 2 ay vade, masrafsız"", ""İşlem limitleri: Minimum 10.000 TL, maksimum 50.000 TL toplam"", ""Kapsam sektörleri: Gıda, elektronik-beyaz eşya, cep telefonu, giyim, mobilya, yapı-inşaat, araç bakım"", ""Kanal: İşCep uygulaması (diğer kanallardan taksitlendirmede standart faiz/ücret uygulanır)"", ""Başvuru kanalları: İşCep ve şubeler; gerçek kişi tacir/esnaf müşterilerine anında değerlendirme ve iş adresine teslim"", ""Geçmiş kampanya: Şubat 2026'da benzer yapı ile 1-28 Şubat başvuru, 1 Şubat-31 Mart işlem döneminde uygulanmış""]","[""Bu kampanyanın yeni ticari kart açılışlarında ve aktivasyonda İş Bankası'nın KOBİ müşteri kazanımına ne kadar katkı sağladığı; Akbank'ın benzer kampanyaların etkinliğine dair veri noktası nedir?"", ""İş Bankası'nın aylık tekrarlayan kampanya döngüsü (Şubat, Haziran) yeni müşteri edinim stratejisinin temel bir parçası mı, yoksa mevsimsel bir taktik mi?"", ""Akbank ticari kart portföyünde benzer faizsiz taksit veya peşin alışveriş taksitlendirme kampanyaları aktif mi ve ne kadar sıklıkta çalıştırılıyor?""]",2026-06-16T11:56:54.682472+00:00,claude-haiku-4-5-20251001,Beklemede,,,CL-da27b22b9069,Küme İncelemede,True,True,Küme review kuyruğunda; tekil taktik kampanya ana kuyruğa alınmadı,0,[],False,False,https://www.isbank.com.tr/duyurular,İlgili
SUM-440cf2f57afb,RI-f59fd7ffaf9b,DOC-REG-006-20260616113727,REG-006,is_bankasi,İş Bankası,Vergi Ödemelerinizi Taksitlendirme İmkanı | Türkiye İş Bankası A.Ş.,30 Haziran 2026,https://www.isbank.com.tr/kampanyalar/vergi-odemelerinizi-taksitlendirme-imkani,Kampanyalar,Ödemeler ve POS,Kampanya,"İş Bankası: Vergi Ödemelerinde 2 Ay Vade, %0 Faiz Taksitlendirme","İş Bankası, Maximum Business TROY Kredi Kartı ile 1-30 Haziran 2026 arasında yapılan 5.000 TL ve üzeri vergi ödemelerine %0 faiz ve masrafsız 2 ay taksitlendirme imkanı sunuyor. Taksitlendirme işlemi İşCep uygulaması üzerinden yapılabiliyor; toplam limit 1.000.000 TL.","Ticari kart aktivasyonu ve vergi dönemi nakit akışı yönetimi için hedeflenmiş, sınırlı dönemli fiyat avantajı kampanyası; ticari müşteri tutma taktiği olarak izlenmeli.","Bu haberin önemi, İş Bankası'nın vergi ödeme sezonunda ticari kart kullanımını teşvik etmesi ve nakit akışı sıkıntısı yaşayan KOBİ'leri çekmesi. Akbank için asıl soru, benzer dönemsel taksitlendirme kampanyalarının ticari kart portföyü büyütmede ve müşteri tutmada ne kadar etkili olduğu.",Orta,İzle,Orta,Yüksek,"[""Kampanya tarihi: 1-30 Haziran 2026"", ""Ürün: Maximum Business TROY Kredi Kartı"", ""Minimum işlem: 5.000 TL"", ""Maksimum toplam limit: 1.000.000 TL"", ""Vade: 2 ay"", ""Faiz oranı: %0"", ""Masraf: Yok"", ""Kanal: İşCep uygulaması"", ""Kapsam: Gelir İdaresi Başkanlığı (gib.gov.tr) ve İş Bankası kanallarından yapılan vergi ödemeleri"", ""Desteklenen vergi türleri: Gelir vergisi, kurumlar vergisi, KDV, MTV, trafik cezası, gayrimenkul vergisi ve diğer kamu harçları"", ""Sınırlama: 1.000.000 TL üzeri işlemlerde standart faiz oranları geçerli"", ""Taksitlendirme süresi: Alışveriş tarihinden hesap kesim tarihine kadar""]","[""Bu kampanya önceki yıllarda da tekrarlanmış mı? (Kaynakta 21 Ağustos 2025 tarihli benzer kampanya görülüyor; sezonsal bir desen mi?)"", ""Akbank'ın ticari kart portföyünde benzer dönemsel kampanyalar var mı ve ne kadar etkili?"", ""KOBİ müşteriler için vergi ödeme sezonunda nakit akışı yönetimi, ticari kart seçiminde ne kadar belirleyici?""]",2026-06-16T11:57:07.468793+00:00,claude-haiku-4-5-20251001,Beklemede,,,CL-da27b22b9069,Küme İncelemede,True,True,Küme review kuyruğunda; tekil taktik kampanya ana kuyruğa alınmadı,0,[],False,False,https://www.isbank.com.tr/duyurular,İlgili
SUM-7fb61e7880c2,RI-60c87040f497,DOC-REG-006-20260616113727,REG-006,is_bankasi,İş Bankası,esnafa-3lu-kazanc-paketi | Türkiye İş Bankası A.Ş.,01.06.2026,https://www.isbank.com.tr/kampanyalar/esnafa-3lu-kazanc-paketi,Kampanyalar,KOBİ Mevduat,Kampanya,İş Bankası Esnafa 3'lü Kazanç Paketi (Haziran 2026),"İş Bankası, 1-30 Haziran 2026 tarihleri arasında ticari kredi kartı, otomatik fatura ödeme talimatı (2 adet) ve ticari ek hesap ürünlerini tamamlayan esnaf müşterilerine 5.000-15.000 TL arasında MaxiPuan ve 6 ay boyunca 100 adet ücretsiz havale/EFT sunuyor. Kampanya, mevcut ürün setini genişletmeyen müşteriler için tasarlanmış; katılım sınırı 5.000 müşteri ile kısıtlı.",Yeni KOBİ müşteri edinimi için net fiyat avantajı kampanyası; ticari kart ve nakit yönetimi ürünlerinin bundling taktiği.,"Akbank için asıl soru, bu tip ücretsiz işlem paketlerinin yeni esnaf müşteri kazanımında ne kadar etkili olduğu. İş Bankası, ürün yeniliği yerine fiyat muafiyeti ve ödül kombinasyonu üzerinden mevcut müşteri tabanını derinleştirmeyi tercih ediyor; bu, KOBİ mevduat ve nakit yönetimi tarafında izlenmesi gereken bir taktik.",Orta,İzle,Orta,Yüksek,"[""Kampanya tarihi: 1-30 Haziran 2026"", ""Hedef: Ticari kredi kartı, otomatik fatura talimatı (2 adet) veya ticari ek hesaptan eksik ürünü olan esnaf müşteriler"", ""Ödül: 5.000 TL MaxiPuan (3 ürün tamamlanması durumunda) + 6 ay 100 adet ücretsiz havale/EFT"", ""Yeni ticari kart müşterilerine ek: Harcama tutarına göre 10.000 TL'ye kadar ilave MaxiPuan (toplam 15.000 TL'ye kadar)"", ""Katılım sınırı: 5.000 müşteri"", ""Başvuru: İşCep uygulaması veya şube aracılığıyla"", ""MaxiPuan yükleme tarihi: 3 Temmuz 2026"", ""Ücretsiz işlem dönemi: 3 Temmuz 2026 - 3 Ocak 2027 (6 ay)"", ""Ürün iptal koşulu: MaxiPuan yüklenmesinden sonra 6 ay boyunca ürünler iptal edilemez; aksi takdirde ödüller geri alınır""]","[""Bu kampanyanın yeni müşteri kazanımına katkısı ne kadar? Yoksa mevcut müşteri ürün derinleştirmesi mi?"", ""5.000 müşteri sınırı, İş Bankası'nın esnaf segmentinde aylık yeni müşteri kazanım hedefinin yüzde kaçını temsil ediyor?"", ""Akbank'ın benzer bundling kampanyaları (ticari kart + nakit yönetimi) yeni müşteri ediniminde ne kadar etkili?"", ""Otomatik fatura talimatı şartı (2 adet), esnaf müşterilerin tahsilat davranışını değiştiriyor mu?""]",2026-06-16T11:57:20.385975+00:00,claude-haiku-4-5-20251001,Beklemede,,,CL-66d329801311,Küme İncelemede,True,True,Küme review kuyruğunda; tekil taktik kampanya ana kuyruğa alınmadı,0,[],False,False,https://www.isbank.com.tr/duyurular,İlgili
SUM-91317d5bac7e,RI-4a32a729e83d,DOC-REG-006-20260616113727,REG-006,is_bankasi,İş Bankası,Ticari Kredi Kartları ile Yurt Dışı Harcamalara MaxiPuan Fırsatı! | Türkiye İş Bankası A.Ş.,30 Haziran 2026,https://www.isbank.com.tr/kampanyalar/ticari-kredi-karti-ile-yurt-disi-harcamalara-maxipuan-firsati,Kampanyalar,Ödemeler ve POS,Kampanya,"İş Bankası, ticari kart yurt dışı harcamalarına MaxiPuan kampanyası başlattı","İş Bankası, 1-30 Haziran 2026 tarihleri arasında ticari kredi kartları ile yurt dışı alışverişlerde her 2.500 TL ve üzeri harcamaya %5 oranında, toplamda 2.500 TL'ye varan MaxiPuan ödülü sunuyor. Kampanyaya katılım İşCep Ticari uygulaması üzerinden yapılıyor.","Ticari kart aktivasyonunu desteklemek için tasarlanmış, sınırlı kapsamlı bir ödül kampanyası; KOBİ tarafında pratik aksiyon üretmiyor.","Bu haberin önemi, İş Bankası'nın ticari kart portföyünü yurt dışı harcama segmentinde canlı tutma çabasını göstermesi. Akbank için asıl soru, benzer ödül kampanyalarının ticari kart kullanım sıklığını ve yurt dışı işlem hacmini gerçekten artırıp artırmadığı; kampanya mekanikleri (işlem bazında 500 TL, aylık 2.500 TL tavanı) çok dar olduğu için etki sınırlı görünüyor.",Düşük,İzle,Düşük,Yüksek,"[""Kampanya tarihleri: 1-30 Haziran 2026"", ""Ödül: Her 2.500 TL ve üzeri yurt dışı harcamaya %5 MaxiPuan, toplamda 2.500 TL'ye kadar"", ""Katılım: İşCep Ticari uygulaması üzerinden"", ""Kapsam: İş Bankası ticari kredi kartları ve ticari Bankamatik kartları (belirli kartlar hariç)"", ""Hariç tutulanlar: Yurt içi işlemler, Maximum Business Aidatsız Kart, KOSGEB Kart, Maximum Business + Kartlar, İmece Kartlar, Tarım Kartları, Bayi Kartları"", ""Ödül yükleme tarihi: 10 Temmuz 2026"", ""Ödül son kullanma tarihi: 31 Ağustos 2026"", ""Sınırlamalar: Müşteri başına bir kere, işlem başına azami 500 TL, aylık azami 2.500 TL"", ""Maximiles özellikli kartlarda MaxiPuan, MaxiMil'e dönüştürülebilir""]","[""İş Bankası'nın ticari kart yurt dışı işlem hacmi son 12 ayda nasıl değişti?"", ""Benzer ödül kampanyalarının ticari kart aktivasyonunda gerçek dönüşüm oranı nedir?"", ""Akbank'ın ticari kart yurt dışı harcama segmentinde mevcut pazar payı ne kadar?""]",2026-06-16T11:57:32.990312+00:00,claude-haiku-4-5-20251001,Beklemede,,,CL-66d329801311,Küme İncelemede,True,True,Küme review kuyruğunda; tekil taktik kampanya ana kuyruğa alınmadı,0,[],False,False,https://www.isbank.com.tr/duyurular,İlgili
SUM-851d51982bbf,RI-f26c47687a3a,DOC-REG-006-20260616113727,REG-006,is_bankasi,İş Bankası,Ticari Bankamatik Kartınız ile Yapacağınız Harcamalara MaxiPuan Fırsatı! | Türkiye İş Bankası A.Ş.,30 Haziran 2026,https://www.isbank.com.tr/kampanyalar/ticari-bankamatik-kartiniz-ile-yapacaginiz-harcamalara-maxipuan-kampanyasi,Kampanyalar,Ödemeler ve POS,Kampanya,"İş Bankası, Ticari Bankamatik Kartlarında 2.500 TL MaxiPuan Kampanyası","İş Bankası, 1-30 Haziran 2026 tarihleri arasında ticari bankamatik kartlarıyla 1.000 TL ve üzeri harcama yapan KOBİ müşterilerine 100 TL'lik MaxiPuan hediye ediyor; toplam 2.500 TL'ye kadar puan kazanılabiliyor. Kampanya İşCep Ticari uygulaması üzerinden yönetiliyor ve ödüller 10 Temmuz - 31 Ağustos 2026 arasında kullanılabilir.",Ticari kart aktivasyonu ve işlem hacmi artışına için standart ödül kampanyası; KOBİ tarafında pratik aksiyon gerektirmiyor.,"Bu haberin önemi, İş Bankası'nın ticari kart kullanıcı tabanını aktif tutma taktiğinde yatıyor. Akbank için asıl soru, benzer ödül kampanyalarının yeni KOBİ müşteri kazanımında veya mevcut müşteri işlem hacmi artışında ne kadar etkili olduğu.",Düşük,İzle,Düşük,Yüksek,"[""Kampanya tarihleri: 1-30 Haziran 2026"", ""Ürün: İş Bankası Ticari Bankamatik Kartları"", ""Ödül mekanizması: 1.000 TL ve üzeri her harcama için 100 TL MaxiPuan, maksimum 2.500 TL"", ""Katılım: İşCep Ticari uygulaması üzerinden"", ""Ödül kullanım tarihleri: 10 Temmuz - 31 Ağustos 2026"", ""Müşteri başına bir kere katılım; kart başına değil"", ""Aynı gün yapılan harcamalardan sadece ilki sayılıyor"", ""Dışlanan işlemler: Bayi kartlar, İmece kartlar, TMO kartı, iade/iptal, Maximum Fırsat ve MaxiPuan kullanılan alışverişler, yurt dışı, nakit benzeri, casino, kumarhane, online bahis, toptan alım""]","[""Bu kampanyanın yeni KOBİ müşteri kazanımında ne kadar etkili olduğu; yoksa sadece mevcut müşteri aktivasyonu mu?"", ""Akbank'ın benzer ticari kart ödül kampanyalarının frekansı ve etkinliği nedir?"", ""İş Bankası'nın ticari kart portföyü büyüme hızı ve bu kampanyanın katkısı izlenmeli mi?""]",2026-06-16T11:57:43.227607+00:00,claude-haiku-4-5-20251001,Beklemede,,,CL-66d329801311,Küme İncelemede,True,True,Küme review kuyruğunda; tekil taktik kampanya ana kuyruğa alınmadı,0,[],False,False,https://www.isbank.com.tr/duyurular,İlgili
SUM-98b8f83fbc12,RI-2e0a4d95c180,DOC-REG-006-20260616113727,REG-006,is_bankasi,İş Bankası,Maximum’un 25.Yılına Özel Ticari Kredi Kartlara Seçili Sektörlerde Taksit Fırsatı! | Türkiye İş Bankası A.Ş.,30 Haziran 2026,https://www.isbank.com.tr/kampanyalar/maximumun-25-yilina-ozel-ticari-kredi-kartlara-secili-sektorlerde-taksit-firsati,Kampanyalar,Ödemeler ve POS,Kampanya,İş Bankası Maximum Kartlara Seçili Sektörlerde 2 Ay Faizsiz Taksit,"İş Bankası, Maximum ve Maximiles ticari kredi kartlarında 1-30 Haziran 2026 döneminde gıda, elektronik, giyim, mobilya, yapı-inşaat ve araç bakım sektörlerinde 100.000 TL ve üzeri alışverişleri İşCep uygulamasında faizsiz 2 ay taksitle sunuyor. Kampanya, sonradan taksitlendirme mekanizmasıyla çalışıyor ve toplam 250.000 TL sınırı var.",Ticari kart aktivasyonu için net bir taksit avantajı kampanyası; sektör odaklı ve İşCep dijital kanalına bağlı.,"Bu haberin önemi, İş Bankası'nın ticari kart kullanımını belirli sektörlerde ve dijital kanal üzerinden teşvik etmesi. Akbank için asıl soru, benzer sektör-odaklı taksit kampanyalarının KOBİ müşteri aktivasyonunda ve POS işlem hacminde ne kadar etkili olduğu.",Düşük,İzle,Düşük,Yüksek,"[""Kampanya tarihi: 1-30 Haziran 2026 (geçmiş kampanya)"", ""Kart türleri: Maximum ve Maximiles ticari kredi kartları"", ""Minimum işlem tutarı: 100.000 TL"", ""Toplam kampanya limiti: 250.000 TL"", ""Taksit süresi: 2 ay, faizsiz ve masrafsız"", ""Sektörler: Gıda, elektronik-beyaz eşya, cep telefonu, giyim, mobilya, yapı-inşaat, araç bakım"", ""Kanal: İşCep uygulaması (sonradan taksitlendirme)"", ""Hariç tutulan kartlar: Vergi Kartı, Business Aidatsız, KGF Nefes, KOSGEB, Turizm Destek, Business+, Bayi Kartları, İmece, Bankamatik, Bireysel kartlar"", ""Taksitlendirme süresi: Alışveriş tarihini takip eden iş günü ile hesap kesim tarihi arasında talep edilebilir""]","[""Bu kampanyanın KOBİ müşteri kazanımında veya kart aktivasyonunda ne kadar etkili olduğu ölçülebiliyor mu?"", ""İş Bankası'nın sektör-odaklı taksit kampanyaları düzenli bir strateji mi, yoksa sezonsal/yıl dönümü aktivitesi mi?"", ""Akbank'ın benzer sektör-odaklı taksit paketleri var mı ve ne kadar aktif kullanılıyor?""]",2026-06-16T11:57:55.827518+00:00,claude-haiku-4-5-20251001,Beklemede,,,CL-da27b22b9069,Küme İncelemede,True,True,Küme review kuyruğunda; tekil taktik kampanya ana kuyruğa alınmadı,0,[],False,False,https://www.isbank.com.tr/duyurular,İlgili
SUM-e8d263b16237,RI-3478d5383e68,DOC-REG-006-20260616113727,REG-006,is_bankasi,İş Bankası,Maximum’un 25.Yılına Özel Ticari Kredi Kartınız ile Yapacağınız Harcamalara MaxiPuan Fırsatı! | Türkiye İş Bankası A.Ş.,30 Haziran 2026,https://www.isbank.com.tr/kampanyalar/maximumun-25-yilina-ozel-ticari-kredi-kartiniz-ile-yapacaginiz-harcamalara-maxipuan,Kampanyalar,Ödemeler ve POS,Kampanya,"İş Bankası, ticari kart harcamalarına MaxiPuan ödülü kampanyası (Haziran 2026)","İş Bankası, 1-30 Haziran 2026 tarihleri arasında ticari kredi kartlarıyla yapılan 25.000 TL ve üzeri her harcamaya 250 TL MaxiPuan veriyor; toplamda 2.500 TL'ye varan ödül sunuyor. Kampanya İşCep Ticari uygulaması üzerinden yönetiliyor ve Maximum'un 25.",Ticari kart aktivasyonunu destekleyen tekil kampanya; fiyat avantajı üzerinden müşteri katılımını artırma taktiği.,"Bu haberin önemi, İş Bankası'nın ticari kart portföyünü aktif tutmak için düzenli ödül kampanyaları düzenlemesi. Akbank için asıl soru, benzer ticari kart aktivasyon kampanyalarının yeni müşteri kazanımında veya mevcut müşteri katılımında ne kadar etkili olduğu ve Akbank'ın karşılaştırmalı ödül yapısı.",Düşük,İzle,Düşük,Yüksek,"[""Kampanya tarihi: 1-30 Haziran 2026"", ""Ödül: 25.000 TL ve üzeri her harcamaya 250 TL MaxiPuan; maksimum 2.500 TL"", ""Katılım: İşCep Ticari uygulaması üzerinden"", ""Harcama şartı: Yurt içi, tek seferde veya farklı günlerde, 25.000 TL ve üzeri"", ""Ödül yükleme tarihi: 10 Temmuz 2026"", ""MaxiPuan son kullanma tarihi: 31 Ağustos 2026"", ""Dışlanan kartlar: Maximum Business Aidatsız, Vergi Kart, KOSGEB Kart, Maximum Business +, İmece, Tarım, Bayi Kartları"", ""Dışlanan işlemler: Yurt dışı alışverişler, ürün iade/iptal, Maximum Fırsat ve MaxiPuan ile yapılan alışverişler"", ""Müşteri başına bir kere katılım; kart bazında değil müşteri bazında""]","[""Akbank'ın ticari kart ödül kampanyalarının sıklığı ve ortalama ödül tutarı nedir?"", ""Bu tip kampanyaların yeni ticari müşteri kazanımına katkısı ne kadar?"", ""İş Bankası'nın ticari kart portföyü büyüme hızı nedir?""]",2026-06-16T11:58:09.137549+00:00,claude-haiku-4-5-20251001,Beklemede,,,CL-66d329801311,Küme İncelemede,True,True,Küme review kuyruğunda; tekil taktik kampanya ana kuyruğa alınmadı,0,[],False,False,https://www.isbank.com.tr/duyurular,İlgili
SUM-19e6bfe01cfd,RI-d446caf4eae6,DOC-REG-011-20260616113729,REG-011,yapi_kredi,Yapı Kredi,Yapı Kredi'den firmalara özel 48.000 TL değerinde hoş geldin paketi! | Kampanyalar | Yapı Kredi,16.06.2026,https://www.yapikredi.com.tr/kampanyalar/detay/253386,Kampanyalar,KOBİ Mevduat,Kampanya,Yapı Kredi'den yeni KOBİ müşterilerine 48.000 TL ücretsiz işlem paketi,"Yapı Kredi, Yapı Kredi Mobil üzerinden ilk defa müşteri olan ve ticari üyelik açan şahıs işletmeleri ile limited şirketlere 6 ay EFT/havale/çek tahsilatı ve 1 yıl EFT/havale ücretsiz sunuyor. Kampanya, yeni ticari müşteri kazanımını fiyat avantajı üzerinden destekleme taktiği.","Yapı Kredi, yeni ticari müşteri kazanımını ücret muafiyetleriyle destekliyor; KOBİ mevduat ve nakit yönetimi tarafında izlenmesi gereken bir fiyat taktiği.","Akbank için asıl soru, bu tip ücretsiz işlem paketlerinin yeni KOBİ müşteri kazanımında ne kadar etkili olduğu. Kampanya doğrudan ürün yeniliği değil, fiyat avantajı üzerinden edinim taktiği; benzer paketlerin Akbank KOBİ mevduat ve tahsilat ürünleri tarafında rekabetçi konumlandırılması gerekip gerekmediğini düşündürür.",Orta,İzle,Orta,Yüksek,"[""Kampanya başlangıç tarihi: 16.06.2026"", ""Hedef müşteri: Şahıs işletmeleri ve limited şirketler"", ""Ücretsiz işlemler: 1 TL çek karnesi, 50 adet başka banka çek tahsilatı, 15 adet dış ticaret işlemi, 15 adet SWIFT, 10 adet gelen döviz havale (6 ay); EFT/havale (1 yıl)"", ""Aktivasyon koşulu: Yapı Kredi Mobil'den müşteri olup ticari üyelik açılışı tamamlamak"", ""Ticari kredi kartı başvurusu yapan müşteriler de kampanyadan yararlanabiliyor"", ""Kampanya ilgili firma başına bir kez kullanılabilir"", ""Geç saatler ve mesai dışı EFT/FAST işlemleri kampanya dışı""]","[""Bu kampanyanın yeni KOBİ müşteri kazanımında ne kadar etkili olduğu (dönüşüm oranı, müşteri kalitesi)?"", ""Akbank'ın benzer ücretsiz işlem paketleri sunup sunmadığı ve bu tarafında rekabetçi konumu nedir?"", ""Kampanyanın bitiş tarihi ne zaman (hâlâ aktif mi)?"", ""Yapı Kredi'nin ticari kart aktivasyonunu kampanya koşuluna bağlaması, kart kullanım oranını artırma hedefi taşıyor mu?""]",2026-06-16T11:58:25.618263+00:00,claude-haiku-4-5-20251001,Beklemede,,,,Küme Yok,False,False,,0,[],False,False,https://www.yapikredi.com.tr/kampanyalar/kategori/kobi/,İlgili
SUM-f684900b4622,RI-afe74d89e411,DOC-REG-012-20260616113729,REG-012,yapi_kredi,Yapı Kredi,YAPI KREDİ 500 MİLYON DOLARLIK İLAVE ANA SERMAYE TAHVİL İHRACINI BAŞARIYLA TAMAMLADI,20.05.2026,https://www.yapikredi.com.tr/medium/file/yapi-kredi-500-milyon-dolarlik-ilave-ana-sermaye-tahvil-ihracini-basariyla-tamamladi_72516/download,Kurumsal Konumlandırma,Diğer,Yönetim Açıklaması,Yapı Kredi 500M$ AT1 tahvil ihracını tamamladı,"Yapı Kredi, uluslararası piyasalarda 500 milyon dolar tutarındaki İlave Ana Sermaye Tahvil (AT1) ihracını başarıyla gerçekleştirdi. İşlem, bankanın sermaye tabanını desteklemek ve uluslararası yatırımcı güvenini göstermek amacıyla yapıldı.",Düşük değerli PR; KOBİ tarafında aksiyon gerektirmiyor.,"Bu içerik Yapı Kredi'nin kurumsal itibarı ve sermaye yönetimi hakkında yatırımcı sinyali veriyor, ancak KOBİ mevduat, kredi, POS, nakit yönetimi, gömülü finans veya dijital edinim tarafında pratik bir sonuç üretmiyor. Akbank KOBİ için doğrudan ürün, fiyat, kanal veya müşteri edinim etkisi yoktur.",Düşük,Önceliklendirme,Düşük,Yüksek,"[""Yapı Kredi 500 milyon dolar AT1 tahvil ihracını tamamladı (20 Mayıs 2026)"", ""İşlemde Abu Dhabi Commercial Bank, Citibank, Emirates NBD, First Abu Dhabi Bank, J.P. Morgan, Société Générale ve Standard Chartered yetkili banka olarak görev aldı"", ""Yapı Kredi CEO'su Gökhan Erün, işlemin bankanın güçlü finansal yapısına ve sürdürülebilir büyüme stratejisine duyulan güvenin göstergesi olduğunu belirtti"", ""Yapı Kredi, geçtiğimiz yılın ilk çeyreğinden bu yana uluslararası piyasalardan 6, 25 milyar dolar kaynak sağladığını açıkladı""]","[""Bu AT1 ihracı Yapı Kredi'nin KOBİ kredi portföyü genişletme veya mevduat edinim stratejisinde bir değişiklik sinyali veriyor mu?""]",2026-06-16T11:58:34.001808+00:00,claude-haiku-4-5-20251001,Beklemede,,,,Küme Yok,False,False,,0,[],False,False,https://www.yapikredi.com.tr/yapi-kredi-hakkinda/basin-bultenleri,İlgisiz
SUM-53d83b5ab17a,RI-9d02a6bbe8bc,DOC-REG-012-20260616113729,REG-012,yapi_kredi,Yapı Kredi,"YAPI KREDİ’YE YAKLAŞIK 1,1 MİLYAR DOLARLIK SENDİKASYON KREDİSİ",04.06.2026,https://www.yapikredi.com.tr/medium/file/yapi-krediye-yaklasik-11-milyar-dolarlik-sendikasyon-kredisi_72541/download,Kurumsal Konumlandırma,Diğer,Pazar Sinyali,"Yapı Kredi 1, 1 Milyar Dolarlık Sendikasyon Kredisi Sağladı","Yapı Kredi, 25 ülkeden 49 finansal kurumun katılımıyla yaklaşık 1,1 milyar dolar tutarında sendikasyon kredisi anlaşması imzaladı. Kredi, 367 gün ile 1.101 gün arasında değişen vadelerle beş dilimde yapılandırıldı.",Düşük değerli PR; KOBİ tarafında aksiyon gerektirmiyor.,"Bu içerik Yapı Kredi'nin kurumsal itibarını ve uluslararası piyasalardaki erişimini gösteriyor, ancak KOBİ mevduat, kredi, POS, nakit yönetimi veya dijital edinim tarafında pratik bir sonuç üretmiyor. Sendikasyon kredisi, kurumun genel likidite yönetimi ve kurumsal finansman stratejisine ilişkin bir sinyaldir.",Düşük,Önceliklendirme,Düşük,Yüksek,"[""Sendikasyon kredisi tutarı: yaklaşık 1, 1 milyar dolar"", ""Katılımcı finansal kurum sayısı: 49 (25 ülkeden)"", ""Kredi dilimleri: 367 gün, 734 gün ve 1.101 gün vadeler"", ""367 gün vadeli dolar dilimi maliyeti: SOFR + %1, 25"", ""367 gün vadeli euro dilimi maliyeti: Euribor + %1, 10"", ""734 gün vadeli dolar dilimi maliyeti: SOFR + %1, 75"", ""734 gün vadeli euro dilimi maliyeti: Euribor + %1, 60"", ""1.101 gün vadeli dolar dilimi maliyeti: SOFR + %2, 00"", ""2 ve 3 yıllık dilimler Sürdürülebilir Finans Çerçevesi kapsamında kullanılacak""]","[""Bu kaynaklar Yapı Kredi'nin KOBİ kredi portföyünü genişletmek için kullanılacak mı, yoksa genel kurumsal likidite ihtiyacı mı?"", ""Sürdürülebilir Finans Çerçevesi kapsamındaki kullanım, KOBİ yeşil finansman ürünlerine yönelik bir strateji sinyali mi?""]",2026-06-16T11:58:41.794351+00:00,claude-haiku-4-5-20251001,Beklemede,,,,Küme Yok,False,False,,0,[],False,False,https://www.yapikredi.com.tr/yapi-kredi-hakkinda/basin-bultenleri,İlgisiz
