institution_name,source_id,source_name,item_title,item_url,publication_date,recency_basis_date,recency_basis_type,date_confidence,source_role,customer_segment,content_role,relevance_evidence,duplicate_status,revision_status,eligible_for_claude,proposed_destination,rejection_reason,notes
İş Bankası,REG-006,İş Bankası Duyurular,Kobilere Özel Avantajlı Maaş Hesabı Kampanyası | Türkiye İş Bankası,https://www.isbank.com.tr/kampanyalar/maas-anlasmasi-kampanyasi,,2026-01-01,unknown,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil
İş Bankası,REG-006,İş Bankası Duyurular,Avantajlı Çalışma Koşullarıyla Anında POS İş Bankası'nda! | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/aninda-pos-kampanyasi,,2026-05-01,unknown,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil
İş Bankası,REG-006,İş Bankası Duyurular,Duyurular | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/duyurular,2026-07-01,2026-07-01,publication_date,Yüksek,weekly_development,,Bağımsız Gelişme,"İş birliği, mutabakat veya entegrasyon duyurusu içeriyor.",unique_or_not_saved,,False,No destination due rejection,item_url_equals_source_url,Kesim tarihi ve tarih güveni uygun: 2026-07-01
İş Bankası,REG-006,İş Bankası Duyurular,Haberler ve Medya | Türkiye İş Bankası,https://www.isbank.com.tr/bankamizi-taniyin/haberler-ve-medya,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Basın/haber kaynağından gelen tekil ve tarihli duyuru adayı.,unique_or_not_saved,,False,No destination due rejection,detail_text_too_short,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,buradan​,https://www.isbank.com.tr/contentmanagement/Documents/mevduat-yatirim/duyuru-2021.pdf,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Basın/haber kaynağından gelen tekil ve tarihli duyuru adayı.,unique_or_not_saved,,False,No destination due rejection,title_too_short,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Yeni Ticari Kredi Kartı Müşterilerimize Hoş Geldin Kampanyası | Türkiye İş Bankası,https://www.isbank.com.tr/kampanyalar/yeni-ticari-kredi-karti-musterilerimize-hos-geldin-kampanyasi,,2026-04-01,campaign_start_date,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Kesim tarihinden eski: 2026-04-01 < 2026-05-01,Kesim tarihinden eski: 2026-04-01 < 2026-05-01
İş Bankası,REG-006,İş Bankası Duyurular,Maximum’un 25.Yılına Özel Ticari Kredi Kartınız ile Yapacağınız Harcamalara MaxiPuan Fırsatı! | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/maximumun-25-yilina-ozel-ticari-kredi-kartiniz-ile-yapacaginiz-harcamalara-maxipuan,,2026-06-01,campaign_start_date,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-01
İş Bankası,REG-006,İş Bankası Duyurular,Ticari Bankamatik Kartınız ile Yapacağınız Harcamalara MaxiPuan Fırsatı! | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/ticari-bankamatik-kartiniz-ile-yapacaginiz-harcamalara-maxipuan-kampanyasi,,2026-06-01,campaign_start_date,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-01
İş Bankası,REG-006,İş Bankası Duyurular,Ticari Kredi Kartları ile Yurt Dışı Harcamalara MaxiPuan Fırsatı! | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/ticari-kredi-karti-ile-yurt-disi-harcamalara-maxipuan-firsati,,2026-06-01,campaign_start_date,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-01
İş Bankası,REG-006,İş Bankası Duyurular,Suya Değer Kredisi Kampanyası | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/suya-deger-kredisi,,2026-06-30,unknown,Orta,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil
İş Bankası,REG-006,İş Bankası Duyurular,Paygo SP630 ECR Mobil ÖKC ve Hugin Tiger T300 Mobil ÖKC Kampanyası | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/hugin-paygo-mobil-okc-kampanyasi,,2026-12-31,unknown,Orta,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil
İş Bankası,REG-006,İş Bankası Duyurular,Organize Sanayi Bölgelerinde (OSB) Faaliyet Gösteren KOBİ’lerimize Yönelik Finansman Paketi | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/osb-faaliyet-gosteren-kobilerimize-yonelik-finansman-paketi,,2024-06-13,unknown,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil
İş Bankası,REG-006,İş Bankası Duyurular,amazon-pazar-yeri-hak-edis-odemesi-kampanyasi | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/amazon-pazar-yeri-hak-edis-odemesi-kampanyasi,,2026-02-01,unknown,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil,Sadece kampanya bitiş tarihi bulundu; yeni gelişme kanıtı değil
İş Bankası,REG-006,İş Bankası Duyurular,esnafa-3lu-kazanc-paketi | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/esnafa-3lu-kazanc-paketi,,2026-06-01,campaign_start_date,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-01
İş Bankası,REG-006,İş Bankası Duyurular,Vergi Ödemelerinizi Taksitlendirme İmkanı | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/kampanyalar/vergi-odemelerinizi-taksitlendirme-imkani,,2026-06-01,campaign_start_date,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-01
İş Bankası,REG-006,İş Bankası Duyurular,Kredim POS'ta | Türkiye İş Bankası,https://www.isbank.com.tr/kredim-pos,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,"İş birliği, mutabakat veya entegrasyon duyurusu içeriyor.",unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Ödemeler ve Para Transferi | Türkiye İş Bankası,https://www.isbank.com.tr/odemeler-ve-para-transferi,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Online Kredi Kartı İle Trafik Cezası Ödeme ve Sorgulama | Türkiye İş Bankası,https://www.isbank.com.tr/trafik-cezasi-tpc-odeme,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,"Ürün, API, POS, ödeme, tahsilat veya dijital özellik gelişmesi sinyali içeriyor.",unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Tüketici Kredisi Ödeme İşlemleri | Türkiye İş Bankası,https://www.isbank.com.tr/tuketici-kredisi-odemeleri,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Basın/haber kaynağından gelen tekil ve tarihli duyuru adayı.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Öğrenci Harcı Ödeme - Anlaşmalı Üniversiteler | Türkiye İş Bankası,https://www.isbank.com.tr/universite-harc-odeme,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,"KOBİ stratejisine doğrudan bağlanmayan kültür, sanat veya sosyal sorumluluk PR içeriği.",unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Çevreye Duyarlı Ticari Krediler | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/cevreye-duyarli-ticari-krediler,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,"Dijital, Elektronik Teminat Mektubu | Türkiye İş Bankası",https://www.isbank.com.tr/is-ticari/dijital-teminat-mektubu,2025-10-16,2025-10-16,publication_date,Yüksek,weekly_development,,Bağımsız Gelişme,"Ürün, API, POS, ödeme, tahsilat veya dijital özellik gelişmesi sinyali içeriyor.",unique_or_not_saved,,False,No destination due rejection,Kesim tarihinden eski: 2025-10-16 < 2026-05-01,Kesim tarihinden eski: 2025-10-16 < 2026-05-01
İş Bankası,REG-006,İş Bankası Duyurular,Ticari Ek Hesap | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/is-ticari/ticari-ek-hesap,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Ticari Kredi Faiz Hesaplama ve Başvuru | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/is-ticari/ticari-krediler-faiz-oranlari,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,"Ürün, API, POS, ödeme, tahsilat veya dijital özellik gelişmesi sinyali içeriyor.",unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Maximum Ticari Kredi Kartı | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/maximum-sirket-kredi-karti,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Maximum Business Aidatsız Kredi Kartı | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/maximum-business-aidatsiz-kredi-karti,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Maximum Business Turizm Kart | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/turizm-kart,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Maximum TEMA Şirket Kredi Kartı | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/maximum-tema-sirket-kredi-karti,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Ticari Kart Ayrıcalıkları | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/ticari-kart-ayricaliklari,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Dış Ticarette Finansman | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/dis-ticarette-finansman,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,"Ürün, API, POS, ödeme, tahsilat veya dijital özellik gelişmesi sinyali içeriyor.",unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Dış Ticarette Sigorta | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/dis-ticarette-sigorta,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Basın/haber kaynağından gelen tekil ve tarihli duyuru adayı.,unique_or_not_saved,,False,No destination due rejection,detail_text_too_short,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Nakit Yönetimi Dosya Otomasyonu | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/nakit-yonetimi-dosya-otomasyonu-uygulamasi,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,"Ürün, API, POS, ödeme, tahsilat veya dijital özellik gelişmesi sinyali içeriyor.",unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Dış Ticaret Paketleri | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/dis-ticaret-paketleri,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,İhracat Bedeli Kabul Belgesi (İBKB) İşlemleri | Türkiye İş Bankası,https://www.isbank.com.tr/is-ticari/ihracat-bedeli-kabul-belgesi-islemleri,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,"Ürün, API, POS, ödeme, tahsilat veya dijital özellik gelişmesi sinyali içeriyor.",unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
İş Bankası,REG-006,İş Bankası Duyurular,Dış Ticaret Ürünleri | Türkiye İş Bankası A.Ş.,https://www.isbank.com.tr/is-ticari/dis-ticaret-urunleri,,,unknown,Yok,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,unique_or_not_saved,,False,No destination due rejection,Tarih yok; varsayılan kapıdan geçmedi,Tarih yok; varsayılan kapıdan geçmedi
Yapı Kredi,REG-011,Yapı Kredi KOBİ Kampanyaları,1 Yıllık Robom Ön Muhasebe Programı Yapı Kredi'den Hediye! | Kampanyalar | Yapı Kredi,https://www.yapikredi.com.tr/kampanyalar/detay/256293,,2026-06-18,campaign_start_date,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-18
Yapı Kredi,REG-011,Yapı Kredi KOBİ Kampanyaları,Yapı Kredi'den firmalara özel 48.000 TL değerinde hoş geldin paketi! | Kampanyalar | Yapı Kredi,https://www.yapikredi.com.tr/kampanyalar/detay/253386,,2026-06-29,campaign_start_date,Yüksek,weekly_development,,Bağımsız Gelişme,Kampanya veya müşteri teklifi sinyali içeriyor.,duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-29
Visa,REG-070,Visa Global Newsroom,Visa Partners with OpenAI to Power the Next Generation of AI Commerce | Visa,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22496.html,,2026-06-10,publication_date,Yüksek,weekly_development,,Bağımsız Gelişme,"İş birliği, mutabakat veya entegrasyon duyurusu içeriyor.",duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-10
Visa,REG-070,Visa Global Newsroom,"Visa Announces New AI, Stablecoin and Token Innovations to Power Intelligent, Programmable Commerce at Visa Payments Forum | Visa",https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22491.html,,2026-06-10,publication_date,Yüksek,weekly_development,,Bağımsız Gelişme,"İş birliği, mutabakat veya entegrasyon duyurusu içeriyor.",duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-10
Visa,REG-070,Visa Global Newsroom,Visa and Brale Explore Private Stablecoin Settlement for Institutional Payments | Visa,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22481.html,,2026-06-04,publication_date,Yüksek,weekly_development,,Bağımsız Gelişme,"Ürün, API, POS, ödeme, tahsilat veya dijital özellik gelişmesi sinyali içeriyor.",duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-06-04
Visa,REG-070,Visa Global Newsroom,Visa Expands Commercial Solutions Hub with Integration of Visa Accounts Receivable Manager | Visa,https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22471.html,,2026-05-27,publication_date,Yüksek,weekly_development,,Bağımsız Gelişme,"İş birliği, mutabakat veya entegrasyon duyurusu içeriyor.",duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-05-27
Visa,REG-070,Visa Global Newsroom,"Your Card, Your Security. Tap: A Safer Way to Verify Identity — Visa, Keyno, and Fidelity Bank (Bahamas) Lead the Transformation | Visa",https://usa.visa.com/about-visa/newsroom/press-releases.releaseId.22406.html,,2026-05-11,publication_date,Yüksek,weekly_development,,Bağımsız Gelişme,"İş birliği, mutabakat veya entegrasyon duyurusu içeriyor.",duplicate,,False,No destination due rejection,duplicate_canonical_item_url,Kesim tarihi ve tarih güveni uygun: 2026-05-11
