discovered_from,listing_title,listing_date,item_url,final_url,canonical_url,article_title,publication_date,date_source,date_confidence,body_chars,named_partners,named_products,network_signal_type,network_layer,deployment_scope,content_role,strategic_priority_score,item_level_verified,publication_date_verified,body_verified,recent_item_eligible,claude_eligible,duplicate_status,rejection_reason,checked_at,taxonomy_status,taxonomy_confidence,taxonomy_method,dataset_role,production_recent_eligible
Direct positive test: Original Agent Pay launch; Mastercard Legacy Newsroom Press,"Mastercard unveils Agent Pay, pioneering agentic payments technology to power commerce in the age of AI",2025-04-29,https://newsroom.mastercard.com/news/press/2025/april/mastercard-unveils-agent-pay-pioneering-agentic-payments-technology-to-power-commerce-in-the-age-of-ai/,https://newsroom.mastercard.com/news/press/2025/april/mastercard-unveils-agent-pay-pioneering-agentic-payments-technology-to-power-commerce-in-the-age-of-ai/,https://www.mastercard.com/news/press/2025/april/mastercard-unveils-agent-pay-pioneering-agentic-payments-technology-to-power-commerce-in-the-age-of-ai/,"Mastercard unveils Agent Pay, pioneering agentic payments technology to power commerce in the age of AI",2025-04-29,publication_date,Yüksek,6501,,Agent Pay; One Credential,Aktarılabilir Mastercard Kabiliyeti,Tokenizasyon,Global,Tarihsel Bağlam,0,True,True,True,False,False,canonical_collapsed_legacy_modern,pre_cutoff,2026-06-29T07:42:22+00:00,Provisional,Orta,deterministic_high_precision,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard and Corpay launch strategic partnership in cross-border payments,2025-04-29,https://newsroom.mastercard.com/news/press/2025/april/mastercard-and-corpay-launch-strategic-partnership-in-cross-border-payments/,https://newsroom.mastercard.com/news/press/2025/april/mastercard-and-corpay-launch-strategic-partnership-in-cross-border-payments/,https://www.mastercard.com/news/press/2025/april/mastercard-and-corpay-launch-strategic-partnership-in-cross-border-payments/,Mastercard and Corpay launch strategic partnership in cross-border payments,2025-04-29,publication_date,Yüksek,4504,Corpay,Mastercard Move; commercial card; virtual card,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard unveils end-to-end capabilities to power stablecoin transactions – from wallets to checkouts,2025-04-28,https://newsroom.mastercard.com/news/press/2025/april/mastercard-unveils-end-to-end-capabilities-to-power-stablecoin-transactions-from-wallets-to-checkouts/,https://newsroom.mastercard.com/news/press/2025/april/mastercard-unveils-end-to-end-capabilities-to-power-stablecoin-transactions-from-wallets-to-checkouts/,https://www.mastercard.com/news/press/2025/april/mastercard-unveils-end-to-end-capabilities-to-power-stablecoin-transactions-from-wallets-to-checkouts/,Mastercard unveils end-to-end capabilities to power stablecoin transactions – from wallets to checkouts,2025-04-28,publication_date,Yüksek,6742,,Mastercard Move; stablecoin,Aktarılabilir Mastercard Kabiliyeti,Dijital Varlıklar / Stablecoin,Global,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Provisional,Orta,deterministic_high_precision,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard elevates Sam’s Club Sam’s Cash Bonus Offer Program with personalization and rewards,2025-04-28,https://newsroom.mastercard.com/news/press/2025/april/mastercard-elevates-sam-s-club-sam-s-cash-bonus-offer-program-with-personalization-and-rewards/,https://newsroom.mastercard.com/news/press/2025/april/mastercard-elevates-sam-s-club-sam-s-cash-bonus-offer-program-with-personalization-and-rewards/,https://www.mastercard.com/news/press/2025/april/mastercard-elevates-sam-s-club-sam-s-cash-bonus-offer-program-with-personalization-and-rewards/,Mastercard elevates Sam’s Club Sam’s Cash Bonus Offer Program with personalization and rewards,2025-04-28,publication_date,Yüksek,3116,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Update regarding Mastercard’s Chief Financial Officer,2025-04-10,https://newsroom.mastercard.com/news/press/2025/april/update-regarding-mastercard-s-chief-financial-officer/,https://newsroom.mastercard.com/news/press/2025/april/update-regarding-mastercard-s-chief-financial-officer/,https://www.mastercard.com/news/press/2025/april/update-regarding-mastercard-s-chief-financial-officer/,Update regarding Mastercard’s Chief Financial Officer,2025-04-10,publication_date,Yüksek,2018,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,MoneyGram and Mastercard collaborate to advance digital money movement,2025-04-02,https://newsroom.mastercard.com/news/press/2025/april/moneygram-and-mastercard-collaborate-to-advance-digital-money-movement/,https://newsroom.mastercard.com/news/press/2025/april/moneygram-and-mastercard-collaborate-to-advance-digital-money-movement/,https://www.mastercard.com/news/press/2025/april/moneygram-and-mastercard-collaborate-to-advance-digital-money-movement/,MoneyGram and Mastercard collaborate to advance digital money movement,2025-04-02,publication_date,Yüksek,5209,,Mastercard Move,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard is modernizing commercial payments with embedded virtual card technology,2025-03-31,https://newsroom.mastercard.com/news/press/2025/march/mastercard-is-modernizing-commercial-payments-with-embedded-virtual-card-technology/,https://newsroom.mastercard.com/news/press/2025/march/mastercard-is-modernizing-commercial-payments-with-embedded-virtual-card-technology/,https://www.mastercard.com/news/press/2025/march/mastercard-is-modernizing-commercial-payments-with-embedded-virtual-card-technology/,Mastercard is modernizing commercial payments with embedded virtual card technology,2025-03-31,publication_date,Yüksek,4749,,virtual card,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,ICBA Payments and Mastercard partner to upgrade customer payment experiences for community banks,2025-03-17,https://newsroom.mastercard.com/news/press/2025/march/icba-payments-and-mastercard-partner-to-upgrade-customer-payment-experiences-for-community-banks/,https://newsroom.mastercard.com/news/press/2025/march/icba-payments-and-mastercard-partner-to-upgrade-customer-payment-experiences-for-community-banks/,https://www.mastercard.com/news/press/2025/march/icba-payments-and-mastercard-partner-to-upgrade-customer-payment-experiences-for-community-banks/,ICBA Payments and Mastercard partner to upgrade customer payment experiences for community banks,2025-03-17,publication_date,Yüksek,3704,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Richard R. Verma rejoins Mastercard to oversee Law, Government Affairs & Policy and Franchise, Tim Murphy named vice chair",2025-02-26,https://newsroom.mastercard.com/news/press/2025/february/richard-r-verma-rejoins-mastercard-to-oversee-law-government-affairs-policy-and-franchise-tim-murphy-named-vice-chair/,https://newsroom.mastercard.com/news/press/2025/february/richard-r-verma-rejoins-mastercard-to-oversee-law-government-affairs-policy-and-franchise-tim-murphy-named-vice-chair/,https://www.mastercard.com/news/press/2025/february/richard-r-verma-rejoins-mastercard-to-oversee-law-government-affairs-policy-and-franchise-tim-murphy-named-vice-chair/,"Richard R. Verma rejoins Mastercard to oversee Law, Government Affairs & Policy and Franchise, Tim Murphy named vice chair",2025-02-26,publication_date,Yüksek,3240,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Mastercard names Erin Elofson as division president, Canada",2025-02-26,https://newsroom.mastercard.com/news/press/2025/february/mastercard-names-erin-elofson-as-division-president-canada/,https://newsroom.mastercard.com/news/press/2025/february/mastercard-names-erin-elofson-as-division-president-canada/,https://www.mastercard.com/news/press/2025/february/mastercard-names-erin-elofson-as-division-president-canada/,"Mastercard names Erin Elofson as division president, Canada",2025-02-26,publication_date,Yüksek,2469,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,New Mastercard Research: Consumers in Canada worry about the impact of fraud on financial health,2025-02-24,https://newsroom.mastercard.com/news/press/2025/february/new-mastercard-research-consumers-in-canada-worry-about-the-impact-of-fraud-on-financial-health/,https://newsroom.mastercard.com/news/press/2025/february/new-mastercard-research-consumers-in-canada-worry-about-the-impact-of-fraud-on-financial-health/,https://www.mastercard.com/news/press/2025/february/new-mastercard-research-consumers-in-canada-worry-about-the-impact-of-fraud-on-financial-health/,New Mastercard Research: Consumers in Canada worry about the impact of fraud on financial health,2025-02-24,publication_date,Yüksek,5944,,,Aktarılabilir Mastercard Kabiliyeti,Fraud ve Siber Güvenlik,Global,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Provisional,Orta,deterministic_high_precision,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard Business Builder program fuels Creator growth,2025-02-20,https://newsroom.mastercard.com/news/press/2025/february/mastercard-business-builder-program-fuels-creator-growth/,https://newsroom.mastercard.com/news/press/2025/february/mastercard-business-builder-program-fuels-creator-growth/,https://www.mastercard.com/news/press/2025/february/mastercard-business-builder-program-fuels-creator-growth/,Mastercard Business Builder program fuels Creator growth,2025-02-20,publication_date,Yüksek,7769,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard appoints Janet George as executive vice president of artificial intelligence,2025-02-19,https://newsroom.mastercard.com/news/press/2025/february/mastercard-appoints-janet-george-as-executive-vice-president-of-artificial-intelligence/,https://newsroom.mastercard.com/news/press/2025/february/mastercard-appoints-janet-george-as-executive-vice-president-of-artificial-intelligence/,https://www.mastercard.com/news/press/2025/february/mastercard-appoints-janet-george-as-executive-vice-president-of-artificial-intelligence/,Mastercard appoints Janet George as executive vice president of artificial intelligence,2025-02-19,publication_date,Yüksek,1800,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Consumers demand more choice and control over how they check out,2025-02-19,https://newsroom.mastercard.com/news/press/2025/february/consumers-demand-more-choice-and-control-over-how-they-check-out/,https://newsroom.mastercard.com/news/press/2025/february/consumers-demand-more-choice-and-control-over-how-they-check-out/,https://www.mastercard.com/news/press/2025/february/consumers-demand-more-choice-and-control-over-how-they-check-out/,Consumers demand more choice and control over how they check out,2025-02-19,publication_date,Yüksek,9591,TIPS,One Credential; TIPS,Aktarılabilir Mastercard Kabiliyeti,Tokenizasyon,Global,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Provisional,Orta,deterministic_high_precision,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard launches new product innovation to address unmet needs of the middle market,2025-02-18,https://newsroom.mastercard.com/news/press/2025/february/mastercard-launches-new-product-innovation-to-address-unmet-needs-of-the-middle-market/,https://newsroom.mastercard.com/news/press/2025/february/mastercard-launches-new-product-innovation-to-address-unmet-needs-of-the-middle-market/,https://www.mastercard.com/news/press/2025/february/mastercard-launches-new-product-innovation-to-address-unmet-needs-of-the-middle-market/,Mastercard launches new product innovation to address unmet needs of the middle market,2025-02-18,publication_date,Yüksek,5928,,commercial card; virtual card,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard and Feedzai join forces to protect more consumers and businesses from scams,2025-02-18,https://newsroom.mastercard.com/news/press/2025/february/mastercard-and-feedzai-join-forces-to-protect-more-consumers-and-businesses-from-scams/,https://newsroom.mastercard.com/news/press/2025/february/mastercard-and-feedzai-join-forces-to-protect-more-consumers-and-businesses-from-scams/,https://www.mastercard.com/news/press/2025/february/mastercard-and-feedzai-join-forces-to-protect-more-consumers-and-businesses-from-scams/,Mastercard and Feedzai join forces to protect more consumers and businesses from scams,2025-02-18,publication_date,Yüksek,4816,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard supports Canadian small businesses with new funding: Meet the recipients of the Mastercard x Pier Five Small Business Fund,2025-02-05,https://newsroom.mastercard.com/news/press/2025/february/mastercard-supports-canadian-small-businesses-with-new-funding-meet-the-recipients-of-the-mastercard-x-pier-five-small-business-fund/,https://newsroom.mastercard.com/news/press/2025/february/mastercard-supports-canadian-small-businesses-with-new-funding-meet-the-recipients-of-the-mastercard-x-pier-five-small-business-fund/,https://www.mastercard.com/news/press/2025/february/mastercard-supports-canadian-small-businesses-with-new-funding-meet-the-recipients-of-the-mastercard-x-pier-five-small-business-fund/,Mastercard supports Canadian small businesses with new funding: Meet the recipients of the Mastercard x Pier Five Small Business Fund,2025-02-05,publication_date,Yüksek,6714,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Mastercard and Lady Gaga team up to debut 'Abracadabra' music video, celebrating fans with Priceless Experiences",2025-02-03,https://newsroom.mastercard.com/news/press/2025/february/mastercard-and-lady-gaga-team-up-to-debut-abracadabra-music-video-celebrating-fans-with-priceless-experiences/,https://newsroom.mastercard.com/news/press/2025/february/mastercard-and-lady-gaga-team-up-to-debut-abracadabra-music-video-celebrating-fans-with-priceless-experiences/,https://www.mastercard.com/news/press/2025/february/mastercard-and-lady-gaga-team-up-to-debut-abracadabra-music-video-celebrating-fans-with-priceless-experiences/,"Mastercard and Lady Gaga team up to debut 'Abracadabra' music video, celebrating fans with Priceless Experiences",2025-02-03,publication_date,Yüksek,4553,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,"Porter Airlines, BMO and Mastercard accelerate Canadians’ travel rewards journey with new credit card program",2025-01-29,https://newsroom.mastercard.com/news/press/2025/january/porter-airlines-bmo-and-mastercard-accelerate-canadians-travel-rewards-journey-with-new-credit-card-program/,https://newsroom.mastercard.com/news/press/2025/january/porter-airlines-bmo-and-mastercard-accelerate-canadians-travel-rewards-journey-with-new-credit-card-program/,https://www.mastercard.com/news/press/2025/january/porter-airlines-bmo-and-mastercard-accelerate-canadians-travel-rewards-journey-with-new-credit-card-program/,"Porter Airlines, BMO and Mastercard accelerate Canadians’ travel rewards journey with new credit card program",2025-01-29,publication_date,Yüksek,5850,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard partners with Northeastern University to advance cybersecurity innovation and strengthen Canada’s diverse tech workforce,2025-01-15,https://newsroom.mastercard.com/news/press/2025/january/mastercard-partners-with-northeastern-university-to-advance-cybersecurity-innovation-and-strengthen-canada-s-diverse-tech-workforce/,https://newsroom.mastercard.com/news/press/2025/january/mastercard-partners-with-northeastern-university-to-advance-cybersecurity-innovation-and-strengthen-canada-s-diverse-tech-workforce/,https://www.mastercard.com/news/press/2025/january/mastercard-partners-with-northeastern-university-to-advance-cybersecurity-innovation-and-strengthen-canada-s-diverse-tech-workforce/,Mastercard partners with Northeastern University to advance cybersecurity innovation and strengthen Canada’s diverse tech workforce,2025-01-15,publication_date,Yüksek,4221,,,Aktarılabilir Mastercard Kabiliyeti,Fraud ve Siber Güvenlik,Global,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Provisional,Orta,deterministic_high_precision,historical_resolution,False
Mastercard Legacy Newsroom Press,"Mastercard SpendingPulse: Total U.S. retail sales grew 3.8%* this holiday season; Online remained choice for consumers, increasing 6.7% YOY",2024-12-26,https://newsroom.mastercard.com/news/press/2024/december/mastercard-spendingpulse-total-u-s-retail-sales-grew-3-8-this-holiday-season-online-remained-choice-for-consumers-increasing-6-7-yoy/,https://newsroom.mastercard.com/news/press/2024/december/mastercard-spendingpulse-total-u-s-retail-sales-grew-3-8-this-holiday-season-online-remained-choice-for-consumers-increasing-6-7-yoy/,https://www.mastercard.com/news/press/2024/december/mastercard-spendingpulse-total-u-s-retail-sales-grew-3-8-this-holiday-season-online-remained-choice-for-consumers-increasing-6-7-yoy/,"Mastercard SpendingPulse: Total U.S. retail sales grew 3.8%* this holiday season; online remained choice for consumers, increasing 6.7% YOY",2024-12-26,publication_date,Yüksek,4371,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard finalizes acquisition of Recorded Future,2024-12-20,https://newsroom.mastercard.com/news/press/2024/december/mastercard-finalizes-acquisition-of-recorded-future/,https://newsroom.mastercard.com/news/press/2024/december/mastercard-finalizes-acquisition-of-recorded-future/,https://www.mastercard.com/news/press/2024/december/mastercard-finalizes-acquisition-of-recorded-future/,Mastercard finalizes acquisition of Recorded Future,2024-12-20,publication_date,Yüksek,2183,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
Mastercard Legacy Newsroom Press,Mastercard Center for Inclusive Growth and data.org announce AI2AI Challenge awardees,2024-12-05,https://newsroom.mastercard.com/news/press/2024/december/mastercard-center-for-inclusive-growth-and-data-org-announce-ai2ai-challenge-awardees/,https://newsroom.mastercard.com/news/press/2024/december/mastercard-center-for-inclusive-growth-and-data-org-announce-ai2ai-challenge-awardees/,https://www.mastercard.com/news/press/2024/december/mastercard-center-for-inclusive-growth-and-data-org-announce-ai2ai-challenge-awardees/,Mastercard Center for Inclusive Growth and data.org announce AI2AI Challenge awardees,2024-12-05,publication_date,Yüksek,7675,,,,,,Tarihsel Bağlam,0,True,True,True,False,False,canonical_unique,pre_cutoff,2026-06-29T07:42:22+00:00,Unclassified,Düşük,none,historical_resolution,False
